lote,id,gerador,tecnica,saida,inventa_sinal,perde_sinal,insere_diagnostico,insere_urgencia_juiz,insere_urgencia_regra,fala_conduta,especie_juiz,especie_regra,juiz
regua,b02,llama3.2:3b,mq_relato,sintomas de dor urinária em gatos causas possíveis de incontinência urinária em gatos exames veterinários necessários para diagnóstico de dor urinária em gatos,incontinência urinária,tentando na caixa;miando de dor,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b02,llama3.2:3b,hyde_relato,"""Quadro Clínico: Iritação Urinária Aguda. A gata apresenta sintomas de dor e dificuldade em urinar, demonstrando comportamento de tentativa de voidar na caixa de lixo, com vocalizações de dor (miar). A conduta esperada inclui a avaliação da dor e da função urinária, bem como a realização de exames de sangue e urina para detectar possíveis causas, como infecção urinária, calculi urinários ou doenças renais. A administração de analgésicos e anti-inflamatórios pode ser necessária para aliviar a dor e a inflamação, e a monitorização da função urinária e da saúde geral da gata é fundamental para evitar complicações.""",,,Iritação Urinária Aguda;infecção urinária;calculi urinários;doenças renais,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b03,llama3.2:3b,reescrita,"cachorro apresentando respiração difícil, movimento abdominal tachípedo e cianose de mucosas.",tachípedo,,cianose,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b03,llama3.2:3b,mq_reescrita,sintomas de insuficiência cardíaca aguda em cães movimento abdominal tachípedo em cães: causa e tratamento cianose de mucosas em cães: diagnóstico e tratamento emergencial,tachípedo,respiração com muita dificuldade;barriga vai pra dentro e pra fora,insuficiência cardíaca aguda,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b03,llama3.2:3b,hyde_reescrita,"**Protocolo Clínico: Respiração Difficuldade Aguda em Cachorro**  **Quadro Clínico:** O cachorro apresenta sintomas de respiração difícil (dorso arredondado, respiração agitada, falta de ar), movimento abdominal tachípedo (frequência cardíaca e respiratória aumentada) e cianose de mucosas (vermelhidão e envermelhecimento das mucosas nas vias aéreas). Esses sintomas indicam uma possível obstrução ou insuficiência respiratória grave, que pode ser causada por uma variedade de condições, incluindo asma, bronquite, pneumonia, espiral de esvaziamento ou lesões traumáticas. **Conduta Esperada:** O veterinário deve realizar uma avaliação imediata, incluindo exame físico, radiografia torácica e, se necessário, procedimentos de suporte, como oxigênio, suporte ventilatório e, se necessário, cirurgia para aliviar a obstrução ou reparar lesões.",dorso arredondado;falta de ar;vermelhidão das mucosas,,insuficiência respiratória;asma;bronquite;pneumonia;espiral de esvaziamento,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b03,llama3.2:3b,mq_relato,sintomas de asfixia respiratória em cães comportamento agitado e convulsões em cães com asfixia respiratória tratamento de emergência para asfixia respiratória em cães com sinais de insuficiência respiratória,convulsões,barriga vai pra dentro e pra fora;língua roxa,asfixia respiratória;insuficiência respiratória,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b03,llama3.2:3b,hyde_relato,"""Quadro Clínico: Respiração Dispneica Aguda - Cachorro. O animal apresenta sintomas de respiração severa, com frequência respiratória aumentada (tiroxas) e espiração agitada, indicando dificuldade para manter a oxigenação. A estreñimento acelerado (empezzamento) e a protrusão abdominal (ventre proteso) sugerem a presença de dor abdominal. A língua descolorada (hiperemia) pode ser um sinal de anemia ou desidratação. Possíveis causas incluem: asfixia, insuficiência cardíaca, doenças pulmonares, gastroenterites agudas ou obstrutivas. A conduta esperada inclui: avaliação imediata, estabilização da situação com oxigênio suplementar e suporte cardiovascular, exame físico completo, radiografia torácica e abdominal, análise de sangue completa e exame de fezes, além de medidas de suporte para manter a hidratação e a estabilidade hemodinâmica.""",tiroxas;estreñimento acelerado;ventre proteso;hiperemia,,asfixia;insuficiência cardíaca;doenças pulmonares;gastroenterites agudas ou obstrutivas,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b04,llama3.2:3b,reescrita,"cão apresentando convulsão, paralisia muscular aguda, tremores e micção urinária espontânea.",paralisia muscular aguda,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b04,llama3.2:3b,mq_reescrita,sintomas de convulsão em cães paralisia muscular aguda em cães: causa e tratamento efeitos da teobromina na função renal em cães,paralisia muscular aguda,caído de lado;dois minutos;xixi no chão,teobromina na função renal,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b04,llama3.2:3b,hyde_reescrita,"""Convulsão e paralisia muscular aguda em cães podem ser sintomas de uma emergência neurológica grave, como a encefalite viral ou a miastenia gravis. A conduta esperada é imediata e agressiva, com administração de medicamentos anticonvulsivantes, como fenobarbital ou diazepam, e monitoramento cuidadoso da função respiratória e muscular. Além disso, é importante realizar exames de sangue e raio-X para identificar possíveis causas subjacentes, como infecções virais ou autoimunes. A estabilização da condição é fundamental, com monitoramento contínuo e ajustes na terapia conforme necessário, com o objetivo de minimizar a morbidade e a mortalidade.""",paralisia muscular aguda,caído de lado;dois minutos;xixi no chão,encefalite viral;miastenia gravis,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b04,llama3.2:3b,mq_relato,sintomas de convulsão em cães causas possíveis de convulsão em cães exame físico e laboratorial para diagnóstico de convulsão em cães,,caído de lado;dois minutos;xixi no chão,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b04,llama3.2:3b,hyde_relato,"""Convulsão Epileptica em Cão: Descrição Clínica e Conduta. O animal apresenta quadro clínico caracterizado por convulsão tônica-clônica, com perda de consciência temporária, seguida por tremores musculares e incontinência urinária, como observado. A causa subjacente é incerta, mas pode ser relacionada a lesões cerebrais, infecções, toxinas, metabolismo ou outras condições médicas subjacentes. A conduta esperada inclui: monitoramento contínuo do animal, observação de sinais de dor ou desconforto, administração de medicamentos anticonvulsivantes, se necessário, e referência ao veterinário para avaliação e tratamento adequado.""",perda de consciência temporária,caído de lado;dois minutos,Convulsão Epileptica;lesões cerebrais;infecções;toxinas,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b05,llama3.2:3b,reescrita,"gata apresentando espirro intermitente, comportamento normal.",,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b05,llama3.2:3b,mq_reescrita,espirros anormais em gatos causas possíveis de espirros em gatos tratamento conservador para espirros em gatos sem sintomas graves,,espirrando de vez em quando;comendo e brincando normalmente,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b05,llama3.2:3b,hyde_reescrita,"**Protocolo Clínico: Espirro Intermitente em Gatos**  **Quadro Clínico:** A gata apresenta espirro intermitente, caracterizado por uma secreção nasal irregular e frequente, sem sintomas associados de dor ou desconforto. O comportamento normal da gata não foi afetado, permitindo uma avaliação adequada do quadro clínico. **Possíveis Causas:** Infecções virais ou bacterianas, alergias, asma, problemas respiratórios, como bronquite ou bronquiolite, ou condições patológicas, como hipertireoidismo ou doenças cardíacas. **Conduta Esperada:** Realizar exame físico completo, coleta de amostras para diagnóstico (se necessário), avaliação de histórico clínico, exame de sangue e/ou urina para detectar possíveis causas subjacentes, e monitoramento contínuo para avaliar a evolução do quadro clínico.",secreção nasal irregular e frequente;dor ou desconforto,espirrando de vez em quando,Infecções virais;infecções bacterianas;alergias;asma;bronquite;bronquiolite;hipertireoidismo;doenças cardíacas,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b05,llama3.2:3b,mq_relato,sintomas de espirro agudo em gatos causas possíveis de espirro em gatos tratamento para espirro leve em gatos,espirro agudo,espirrando de vez em quando;comendo e brincando normalmente,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b05,llama3.2:3b,hyde_relato,"""Quadro Clínico: Espirrose Aguda Isolada. Descrição: A gata apresenta episódios de espirrose, caracterizados por uma secreção nasal excessiva, geralmente acompanhada de uma tosse leve. Embora a sintomatologia seja leve, é importante monitorar a situação, pois a espirrose pode ser um sintoma de várias condições, incluindo infecções respiratórias, alergias e patologias nasais. Possíveis Causas: Infecções virais ou bacterianas, alergias, patologias nasais, como adenoides ou parênseis. Conduta Esperada: Monitorar a frequência e a gravidade dos episódios de espirrose, realizar exames complementares, como radiografia nasal e análise de sangue, para determinar a causa subjacente e iniciar tratamento adequado, se necessário.""",espirrose;secreção nasal excessiva;tosse leve,espirrando de vez em quando;comendo e brincando normalmente,Espirrose Aguda Isolada;infecções respiratórias;alergias;patologias nasais;adenoides;parênseis,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b06,llama3.2:3b,reescrita,"cachorro apresentando lesão traumática, lesão na pata com hemorragia, machucado e lesão vascular, machucado e lesão na pata.",lesão vascular,atropelado;consciente;mancando muito,lesão traumática;lesão vascular,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b06,llama3.2:3b,mq_reescrita,diagnóstico de lesão traumática em cães tratamento de hemorragia e machucado em cães manejo de lesões vasculares em cães,,atropelado;consciente;mancando muito,lesão traumática;lesões vasculares,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b06,llama3.2:3b,hyde_reescrita,"""Lesão Traumática em Pata do Cachorro: Avaliação e Tratamento. O cachorro apresenta lesão traumática na pata, caracterizada por hemorragia, machucado e lesão vascular. A conduta esperada é a avaliação imediata da lesão, com exame físico detalhado e radiografia para determinar a extensão da lesão. A limpeza e esterilização da lesão são realizadas com cuidado, evitando a pressão sobre a área afetada. A administração de analgésicos e anti-inflamatórios é recomendada para aliviar a dor e a inflamação, enquanto a aplicação de bandagens e suporte é necessário para prevenir movimentos e promover a cicatrização. A monitorização cuidadosa da lesão é essencial para detectar sinais de infecção ou complicações, e a consulta com um especialista em cirurgia veterinária pode ser necessária para procedimentos de reparo ou intervenção.""",lesão vascular,atropelado;consciente;mancando muito,Lesão Traumática;lesão vascular,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b06,llama3.2:3b,mq_relato,sintomas de lesão em cães atropelados feridas abertas em cães atropelados e sangramento tratamento de feridas abertas em cães atropelados com sangramento contínuo,feridas abertas,atropelado;consciente;mancando muito,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b06,llama3.2:3b,hyde_relato,"**Quadro Clínico:** O cachorro apresenta sintomas de trauma traumático, com evidências de lesão em uma pata, caracterizada por dor intensa, inchaço e hemorragia localizada. O animal demonstra comportamento agitado e desorientado, indicando possível lesão cerebral. A consciência do animal é mantida, mas a capacidade de se mover está comprometida devido à dor intensa.  **Possíveis Causas:** Lesão traumática causada por impacto com veículo, possivelmente resultante de um acidente de trânsito.  **Conduta Esperada:** O animal deve ser levado imediatamente ao consultório veterinário para avaliação e tratamento. O paciente deve ser mantido em repouso e suporte, com aplicação de compressas frias na área afetada para controlar a hemorragia. O veterinário pode recomendar exames complementares, como radiografias e exames de sangue, para avaliar a extensão da lesão e determinar o plano de tratamento adequado.",dor intensa;inchaço;comportamento agitado;desorientado;lesão cerebral,mancando muito,trauma traumático;lesão cerebral,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b07,llama3.2:3b,reescrita,"cão apresentando vômito e diarreia recorrente, com frequência de mais de cinco vezes desde ontem à noite, e comportamento ativo reduzido.",,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b07,llama3.2:3b,mq_reescrita,sintomas gastrointestinais recorrentes em cães possíveis causas de vômito e diarreia em cães comportamento alterado em cães com gastroenterite,,cinco vezes,gastroenterite,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b07,llama3.2:3b,hyde_reescrita,"""Vômito e diarreia recorrentes em cães, caracterizados por episódios frequentes (mais de cinco vezes desde ontem à noite), associados a redução do comportamento ativo, sugerem uma infecção gastrointestinal aguda. Possíveis causas incluem gastroenterite viral, parasitária (protozoários ou helmintos) ou bacteriana, bem como gastroesofagite aguda. A conduta esperada inclui avaliação completa do animal, coleta de amostras fecais e urinas para exames laboratoriais, além de avaliação clínica detalhada para determinar a causa subjacente e desenvolvimento de um plano de tratamento adequado, que pode incluir antibióticos, antieméticos e anti-diarréicos, conforme necessário.""",,,infecção gastrointestinal aguda;gastroenterite viral;gastroenterite parasitária;gastroenterite bacteriana;gastroesofagite aguda,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b07,llama3.2:3b,mq_relato,vômito e diarreia recorrentes em cães sintomas de gastroenterite aguda em cães possíveis causas de vômito e diarreia em cães,,cinco vezes;quietinho,gastroenterite aguda,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b07,llama3.2:3b,hyde_relato,"""Vômito e diarreia aguda em cães: quadro clínico. O cão apresenta vômito e diarreia recorrentes, com frequência superior a 3 vezes em 24 horas, caracterizando uma resposta gastrointestinal aguda. Possíveis causas incluem gastroenterite viral, gastroenterite bacteriana, gastroenterite parasitária, reações alérgicas, gastroesofagite, entre outras. A conduta esperada inclui monitoramento da hidratação, administração de antieméticos e antibióticos, se necessário, e observação de sinais de desidratação, como sedação, diminuição da urinação, perda de apetite e letargia. O tratamento deve ser individualizado e baseado nas causas subjacentes, com acompanhamento contínuo para avaliação da recuperação.""",sedação;diminuição da urinação;perda de apetite;letargia,quietinho,gastroenterite viral;gastroenterite bacteriana;gastroenterite parasitária;reações alérgicas;gastroesofagite,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b08,llama3.2:3b,reescrita,"cachorro com histórico de ingestão de alimentos contendo cebola e alho, apresentando hipotirese e desidratação, com sinais de anemia, como falta de energia e gengiva pálida.",hipotirese;desidratação,,hipotirese;anemia,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b08,llama3.2:3b,mq_reescrita,sintomas de anemia em cães devido à ingestão de alimentos contendo cebola e alho efeitos da hipotirese em cães com ingestão de alimentos contendo cebola e alho tratamento para desidratação e reidratação em cães com ingestão de alimentos contendo cebola e alho,hipotirese,,anemia;hipotirese,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b08,llama3.2:3b,hyde_reescrita,"""Hipotirese e desidratação aguda em cães, possivelmente causadas por ingestão de alimentos contendo cebola e alho, caracterizam-se por uma diminuição significativa da função tiroidea, levando a sintomas como falta de energia, anemia e alterações na cor das gengivas, resultantes de uma redução na produção de glóbulos vermelhos e uma diminuição da circulação sanguínea. A conduta esperada inclui a administração imediata de fluidos intravenosos para reidratação e a monitorização cuidadosa da função tiroidea, além de uma dieta restrita e a evitabilidade de alimentos contendo cebola e alho, com a orientação do proprietário para evitar futuras ingestões.""",hipotirese;desidratação aguda;diminuição da função tiroidea,,Hipotirese;anemia,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b08,llama3.2:3b,mq_relato,sintomas de intoxicação por alho em cães efeitos da cebola na saúde do cão sinalização clínica de ingestão de alho tóxico em cães,,sem energia;gengiva pálida,intoxicação por alho,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b08,llama3.2:3b,hyde_relato,"""Quadro Clínico: Síndrome de Intoxicação Alimentar por Alho e Cebola. O animal apresenta sinais de desidratação e anorexia, com diminuição significativa da energia e capacidade de movimento. A observação de gengivas pálidas e possíveis lesões bucais sugere a presença de uma reação alérgica ou intolerância ao alho e cebola. Possíveis causas incluem ingestão de alimentos contaminados ou preparados com esses ingredientes. A conduta esperada inclui avaliação completa do animal, coleta de amostras de fezes e urina para exame laboratorial, e administração de suco de leite materno ou solução de eletrólitos para reidratação, além de medicação anti-inflamatória e anti-alérgica para alívio dos sintomas.""",anorexia;lesões bucais,gengiva pálida,Síndrome de Intoxicação Alimentar;reação alérgica;intolerância ao alho e cebola,0,0,1,mantida,omitida,gemini-3.1-flash-lite
regua,b09,llama3.2:3b,reescrita,"cachorro apresentando prurido intensivo atrás da orelha, lesão de pele com casquinha, comportamento normal alimentar.",,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b09,llama3.2:3b,mq_reescrita,prurido intensivo atrás da orelha em cães lesões de pele com casquinha em cães possíveis causas de lesões de pele com casquinha em cães,,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b09,llama3.2:3b,hyde_reescrita,"""Prurido Intensivo e Lesão de Pele: Cachorro. O animal apresenta prurido severo e lesão de pele com casquinha na região atrás da orelha, sem alterações no comportamento alimentar. A conduta esperada inclui coleta de amostras de caspa e lesão para exame microscópico, avaliação da gravidade da lesão e monitoramento do prurido. Possíveis causas incluem infecções fúngicas, parasitárias ou alérgicas, e tratamento com medicamentos anti-histamínicos, antifúngicos ou antiparasitários, dependendo do resultado do exame. A observação contínua do animal é essencial para ajustar o tratamento conforme necessário.""",prurido severo,,infecções fúngicas;parasitárias;alérgicas,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b09,llama3.2:3b,mq_relato,sintomas de dermatite alérgica ou infecção na região da orelha traseira do cão causas possíveis da casquinha na pele atrás da orelha do cão tratamento adequado para dermatite alérgica ou infecção na orelha traseira do cão,,,dermatite alérgica;infecção,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b09,llama3.2:3b,hyde_relato,"""Quadro Clínico: Dermatite Alérgica Crônica (DAC) - Orelha. Descrição: O cachorro apresenta sintomas de coceira intensa na região atrás da orelha, caracterizada por casquinhas e lesões na pele, com inflamação e vermelhidão. A conduta esperada inclui avaliação da gravidade dos sintomas, coleta de amostras de caspa para diagnóstico e tratamento com medicamentos anti-inflamatórios e antihistamínicos, possivelmente acompanhado de imunoterapia e mudanças no ambiente para redução de alérgenos. Monitoramento regular para avaliação da resposta ao tratamento e ajustes no plano de tratamento conforme necessário.""",inflamação;vermelhidão,,Dermatite Alérgica Crônica (DAC),0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b10,llama3.2:3b,reescrita,"cão apresentando lesão de manca leve na pata traseira, após atividade física intensa.",atividade física intensa,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b10,llama3.2:3b,mq_reescrita,lesões de manca em cães após atividade física intensa causas possíveis de lesão de manca em cães tratamento para lesão de manca leve em cães,atividade física intensa,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b10,llama3.2:3b,hyde_reescrita,"""Lesão de Manca Leve na Pata Traseira em Cães: Avaliação e Tratamento. O quadro clínico apresenta um cão saudável, com lesão de manca leve na pata traseira, caracterizada por uma cicatriz ou uma área de pele mais escura na região da metatarsal, causada provavelmente por uma lesão traumática durante atividade física intensa. As causas possíveis incluem quedas, esforços repentinos ou lesões por espinhos. A conduta esperada inclui exame físico detalhado, avaliação da mobilidade e função da pata traseira, bem como radiografia para confirmar a localização e extensão da lesão. O tratamento inclui repouso, aplicação de gel ou compressas frias para reduzir a inflamação, e, se necessário, uso de suporte para a pata traseira, com acompanhamento regular para monitorar a recuperação.""",cicatriz;área de pele mais escura;região da metatarsal;atividade física intensa,,lesão traumática,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b10,llama3.2:3b,mq_relato,sintomas de lesão muscular aguda em cães após atividade física intensa possíveis causas de dor e inchaço na pata de trás de cães exames de imagem para avaliar lesão muscular em cães,inchaço;atividade física intensa,,lesão muscular aguda,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b10,llama3.2:3b,hyde_relato,"""Quadro Clínico: Lesão Traumática de Pata Traseira Leve (LTPL). O cão apresenta uma lesão traumática de pata traseira leve, caracterizada por dor e inchaço localizado na região da pata traseira, com sintomas de mancar de leve após atividades físicas intensas, como correr no parque. A conduta esperada inclui monitoramento contínuo da lesão, aplicação de gel ou compressas frias para reduzir a inflamação e alívio da dor, além de restrição de atividade física intensa por pelo menos 7-10 dias. A avaliação periódica da lesão é essencial para determinar a recuperação adequada e evitar complicações, como infeções ou cicatrizes.""",inchaço;atividades físicas intensas,,Lesão Traumática de Pata Traseira Leve (LTPL),0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b11,llama3.2:3b,reescrita,"gata apresentando lacrimejamento ocular e secreção ocular, ausência de inchaço há mais de 48 horas.",,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b11,llama3.2:3b,mq_reescrita,sintomas de lacrimejamento ocular e secreção ocular em gatos causas possíveis de lacrimejamento ocular e secreção ocular em gatos tratamento para lacrimejamento ocular crônico em gatos,,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b11,llama3.2:3b,hyde_reescrita,"**Protocolo Clínico: Lacrimejamento Ocular e Secreção Ocular em Gatos**  O quadro clínico apresentado é caracterizado por lacrimejamento ocular e secreção ocular, sem inchaço, persistindo por mais de 48 horas. As possíveis causas incluem infecções virais ou bacterianas, como a herpesvirus feline, a calicivirus feline ou a bacteriemia por Pasteurella multocida. Outras causas possíveis incluem irritação ocular, lesões nos meios oculares ou patologias subjacentes como conjuntivite ou uveítis. A conduta esperada inclui avaliação completa do animal, coleta de amostras para diagnóstico, tratamento com antibióticos ou antivirais conforme necessário, além de medidas de suporte para aliviar a dor e a inflamação, como compressas frias e anti-inflamatórias.",,,herpesvirus feline;calicivirus feline;bacteriemia por Pasteurella multocida;conjuntivite;uveítis,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b11,llama3.2:3b,mq_relato,sintomas de conjuntivite aguda em gatos causas possíveis de lacrimejamento e remela em gatos tratamento inicial para conjuntivite aguda em gatos,,,conjuntivite aguda,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b11,llama3.2:3b,hyde_relato,"""Quadro Clínico: Lacrimação ocular aguda e secreção remelhosa unilateral. O animal apresenta olho lacrimejando e secreção remelhosa, sem inchaço ou dor aparente, por aproximadamente 48 horas. Possíveis causas incluem infecções virais ou bacterianas, irritação alérgica ou traumática, ou simplesmente secreção normal. A conduta esperada inclui exame físico detalhado, coleta de amostras para diagnóstico (se necessário), tratamento conservador com compressas frias e limpeza ocular, e monitoramento contínuo para evolução do quadro clínico.""",dor aparente;unilateral,,,0,0,1,mantida,omitida,gemini-3.1-flash-lite
regua,b12,llama3.2:3b,reescrita,"cachorro grande apresentando distensão abdominal, dor abdominal aguda e vômito recorrente, com sintomas de inquietude e agitação.",dor abdominal aguda;vômito recorrente,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b12,llama3.2:3b,mq_reescrita,sintomas de distensão abdominal aguda em cães causas possíveis de dor abdominal aguda em cães tratamento para vômito recorrente em cães com sintomas de inquietude e agitação,dor abdominal aguda;vômito recorrente,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b12,llama3.2:3b,hyde_reescrita,"""Distensão abdominal aguda em cães de grande porte, acompanhada de dor abdominal intensa e vômito recorrente, sugere uma condição de emergência. O quadro clínico pode estar associado a uma obstrução intestinal aguda, como uma intussuscepção ou uma hemorragia gastrointestinal, ou a uma inflamação abdominal, como a pancreatite aguda. A conduta esperada inclui a avaliação imediata do paciente, com exame físico completo e radiografia abdominal para confirmar a presença de uma obstrução ou inflamação. O tratamento deve ser focado na alívio da dor e na resolução da obstrução, com possíveis intervenções cirúrgicas urgentes, dependendo da causa subjacente e da gravidade do quadro clínico.""",dor abdominal intensa;vômito recorrente,,obstrução intestinal aguda;intussuscepção;hemorragia gastrointestinal;pancreatite aguda,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b12,llama3.2:3b,mq_relato,sintomas de obstrução intestinal em cães possíveis causas de vômito sem sair nada em cães comportamento agitado em cães com dor abdominal,,,obstrução intestinal,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b12,llama3.2:3b,hyde_relato,"""Quadro Clínico: Indicação de Suspeita de Vômito Indigestivo (VI) Aguda, com Sintomas de Dispepsia e Abdominal. O animal apresenta uma barriga inchada e dura, com comportamento de vômito recorrente sem expulsão de material, acompanhado de inquietude e agitação. A conduta esperada inclui a avaliação completa do animal, com exame físico detalhado, alongamento e palpitação abdominal, além de coleta de amostras de fezes e urina para exame laboratorial. A administração de antieméticos e anti-inflamatórios, além de medidas de suporte, como hidratação e reposição de eletrólitos, são recomendadas. A observação contínua e a avaliação da evolução do quadro clínico são fundamentais para a tomada de decisões de tratamento.""",vômito recorrente;dispepsia,,Vômito Indigestivo (VI) Aguda,0,0,1,mantida,omitida,gemini-3.1-flash-lite
regua,b13,llama3.2:3b,reescrita,"cão apresentando hemorragia significativa e lesão na pata, após exposição a vidro, com sangramento persistente há mais de 10 minutos.",,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b13,llama3.2:3b,mq_reescrita,sintomas de lesão por vidro em cães diagnóstico de lesão por vidro em cães com hemorragia significativa conduta veterinária para lesão por vidro em cães com sangramento persistente,,,lesão por vidro,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b13,llama3.2:3b,hyde_reescrita,"""Protocolo de Emergência para Lesões por Contusão por Vidro em Cães: Caso de Hemorragia Significativa e Lesão na Pata. O paciente apresenta uma lesão na pata com hemorragia significativa e sangramento persistente por mais de 10 minutos após a exposição ao vidro. O quadro clínico inclui dor intensa, inchaço e deformidade na pata afetada, além de sintomas de choque, como taquicardia e hipotensão. As causas possíveis incluem lesão por contusão, hemorragia articular e possíveis lesões nos vasos sanguíneos. A conduta esperada inclui a imediata aplicação de pressão firmes e contínuas sobre a lesão, seguida da aplicação de gelo para reduzir a inflamação e controlar a hemorragia. O paciente deve ser monitorado de perto por sinais de choque e dor intensa, e pode ser necessário administrar analgésicos e anti-inflamatórios para controlar a dor e a inflamação. Em casos graves, pode ser necessário proceder a uma cirurgia para reparar a lesão e estabilizar o paciente.""",dor intensa;inchaço;deformidade na pata;sintomas de choque;taquicardia;hipotensão;hemorragia articular,,lesão por contusão;hemorragia articular;lesões nos vasos sanguíneos,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b13,llama3.2:3b,mq_relato,sintomas de hemorragia intensa após lesão por vidro em cães possíveis causas de hemorragia não contagiável em cães conduta de emergência para hemorragia não contagiável em cães com lesão por vidro,,,hemorragia não contagiável,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b13,llama3.2:3b,hyde_relato,"""Quadro Clínico: Lesão por Trauma de Vidro - Cão. O animal apresenta uma lesão de profundidade moderada na pata, com hemorragia intensa e persistente, indicativa de lesão vascular. A lesão é provavelmente causada por uma laceração da pele e tecidos subjacentes, resultante do corte da pata no vidro. A conduta esperada inclui a imediata aplicação de pressão firmes sobre a lesão para controlar a hemorragia, seguida de limpeza e desinfecção da área com soluções de antibióticos. O animal deve ser observado de perto para monitorar a hemorragia e a condição geral, e deve ser levado ao consultório veterinário o mais rápido possível para avaliação e tratamento adequados.""",lesão de profundidade moderada;lesão vascular,,lesão vascular;laceração da pele e tecidos subjacentes,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b14,llama3.2:3b,reescrita,"filhote de dois meses apresentando desidratação e falta de interesse em amamentação, com boca fria e mucosas secas.",desidratação;mucosas secas,,desidratação,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b14,llama3.2:3b,mq_reescrita,sintomas de desidratação em filhotes de dois meses fatores que podem contribuir para falta de interesse em amamentação em filhotes tratamento de desidratação em filhotes de dois meses com sintomas de desidratação,desidratação,,desidratação,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b14,llama3.2:3b,hyde_reescrita,"""Desidratação aguda em filhotes de 2 meses de idade, caracterizada pela falta de interesse em amamentação, boca fria e mucosas secas, sugere uma lesão ou infecção na boca ou garganta, ou uma condição metabólica, como hipoglicose, que pode levar a uma diminuição na produção de leite materno. É fundamental realizar uma avaliação completa, incluindo exame físico, radiografia e, se necessário, tomografia computadorizada, para determinar a causa subjacente e iniciar o tratamento adequado, que pode incluir administração de soluções de reidratação, antibióticos e, se necessário, transfusão de sangue. A monitorização cuidadosa da conduta do filhote e a realização de ajustes no tratamento conforme necessário são essenciais para garantir a recuperação adequada.""",mucosas secas,,Desidratação aguda;lesão ou infecção na boca ou garganta;condição metabólica;hipoglicose,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b14,llama3.2:3b,mq_relato,sintomas de desidratação aguda em cães comportamento de desidratação em cães tratamento de desidratação em cães de dois meses,desidratação,,desidratação aguda,0,0,1,mantida,ok,gemini-3.1-flash-lite
