index,animal,relato,expected,predicted,correct,json_valid,source,raw_response
48,Cat,"Animal: Cat. Sintomas observados: Attacks, Appetite Loss, Coughing, Weight Loss, Periodic Vommiting.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves e potencialmente perigosos, como ataques, perda de apetite, tosse e perda de peso, o que pode indicar uma condição médica séria que requer imediata atenção veterinária."",
  ""sinais_de_alerta"": [""Ataques"", ""Perda de apetite"", ""Tosse"", ""Perda de peso""],
  ""recomendacao"": ""Aveces um consulta imediatamente com o veterinario.""}"
49,Cat,"Animal: Cat. Sintomas observados: Blood Stool, Diarrhea, Coughing, Weight Loss, Anemia.",EMERGENCIA,EMERGENCIA,True,True,original,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como sangue no estômago e perda de peso podem indicar problemas graves como câncer ou doenças crônicas. É necessário um avaliação imediata pelo veterinário."", ""sinais_de_alerta"": [""Blood Stool"", ""Weight Loss"", ""Anemia""], ""recomendacao"": ""Lembre-se de levar seu animal ao veterinário o mais rápido possível.""}"
50,Cat,"Animal: Cat. Sintomas observados: Nasal Discharge, Nosebleeds, Inflamed Nostrils, Sneezing, Lound Breathing.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves e imediatamente indicativos de uma condição grave que pode afetar a vida do animal."",
  ""sinais_de_alerta"": [
    ""Nasal Discharge"",
    ""Nosebleeds"",
    ""Inflamed Nostrils"",
    ""Sneezing"",
    ""Lound Breathing""
  ],
  ""recomendacao"": ""Levar o animal a um veterinário especializado assim que possível.""
}"
51,Cat,"Animal: Cat. Sintomas observados: Polyuria, Appetite Loss, Vomiting, Weight Loss, Polydipsa.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""Sinais de alerta incluem polyuria, appetite loss, vomiting, weight loss e polydipsa, indicando uma condição grave que requer atenção veterinária imediata."",
  ""sinais_de_alerta"": [
    ""Polyuria"",
    ""Appetite Loss"",
    ""Vomiting"",
    ""Weight Loss"",
    ""Polydipsa""
  ],
  ""recomendacao"": ""Devolver o animal ao veterinário o mais rápido possível para um exame e tratamento adequados.""
}"
52,Cat,"Animal: Cat. Sintomas observados: Exessive Urination, Change In Gait, Vomiting, Weight Loss, Inability To Jump.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""Orelha ou pele ulcerada pode indicar doença fúngica grave como a dermatofitose e/ou o leishmaniose, ambas altamente potencialmente mortais."",
  ""sinais_de_alerta"": [
    ""Exessive Urination"",
    ""Change In Gait"",
    ""Vomiting"",
    ""Weight Loss"",
    ""Inability To Jump""
  ],
  ""recomendacao"": ""Fazer uma consulta veterinária imediatamente, para obter orientações médicas adequadas.""
}"
53,Cat,"Animal: Cat. Sintomas observados: Convulsion, Loss Of Consciousness, Chewing, Twitching, Salivating.",EMERGENCIA,EMERGENCIA,True,True,original,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como convuls\u00f3es, perda de consci\u00e7ncia, mastigamento e tremores podem indicar uma condi\u00e7\u00e3o grave que requer imediata aten\u00cd\u00e3o veterinária"", ""sinais_de_alerta"": [""Convuls\u00f3es"", ""Perda de consci\u00e7ncia"", ""Mastigamento"", ""Twitching"", ""Salivatio""], ""recomendacao"": ""Leve ao veterinário o mais rápido possível e realize um exame fisico completo, incluindo a observação da respirat\u00f3ria, frequ\u00eana cardiorrespirat\u00f3ria e press\u00e2o arterial.""}"
54,Cat,"Animal: Cat. Sintomas observados: Wheezing, Rapid Breathing, Coughing, Swallowing, Effort To Breath.",EMERGENCIA,EMERGENCIA,True,True,original,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sinais de alerta presentes: respir\u00e3rio anormal (Wheezing), dificuldade para respirar (Rapid Breathing) e tosse (Coughing). O comportamento do animal \u00e7 pode indicar uma condi\u00fa aguda necessitando atendimento veterin\u00e1rio imediato."", ""sinais_de_alerta"": [""Respira\u00c3rio anormal"", ""Dificuldade para respirar"", ""Tosse""], ""recomendacao"": ""Levar o animal ao vetern\u00fario o mais breve possível.""}"
55,Cat,"Animal: Cat. Sintomas observados: Jaundice, Weekness, Lethargy, Weight Loss, Appetite Loss.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves como jaundice, weekness, lethargy, weight loss e appetite loss, o que indica uma condição médica grave e potencialmente life-amendamento."",
  ""sinais_de_alerta"": [""Jaundice"", ""Weekness"", ""Lethargy"", ""Weight Loss"", ""Appetite Loss""],
  ""recomendacao"": ""Leve o animal a um veterinário o mais rápido possível.""
}"
56,Cat,"Animal: Cat. Sintomas observados: Lession On Cat Skin, Dandruff In Cat Coat, Red Patches, Hair Loss, Skin Issue.",EMERGENCIA,NAO_EMERGENCIA,False,True,original,"{
  ""classificacao"": ""NAO_EMERGENCIA"",
  ""justificativa"": ""A descrição dos sintomas apresentados pelo cat não indica um estado de emergência imediata. Os problemas observados incluem lesões na pele, dandruff, marcas vermelhas e perda de pelo, que podem ser tratados com medicamentos veterinários ou conselhos de cuidado."",
  ""sinais_de_alerta"": [
    ""Lesão na pele"",
    ""Dandruff""
  ],
  ""recomendacao"": ""Aconselhar o proprietário a levar o cat ao veterinário para avaliação e tratamento adequados.""
}"
57,Cat,"Animal: Cat. Sintomas observados: Lethargy, Diarrhea, Vomiting, Discharge From Eye, Appetite Loss.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""Sintomas como letargia, diarreia, vômito e secreção de lágrima podem indicar uma infecção grave ou doença subaguda que requer atenção veterinária imediata."",
  ""sinais_de_alerta"": [
    ""Lethargy"",
    ""Diarrhea"",
    ""Vomiting"",
    ""Discharge From Eye"",
    ""Appetite Loss""
  ],
  ""recomendacao"": ""Consulte um veterinário o mais rápido possível para avaliar e tratar esses sintomas.""
}"
58,Cat,"Animal: Cat. Sintomas observados: Skin Irritation, Scartching, Lethargy, Hair Loss, Excessive Grooming.",EMERGENCIA,NAO_EMERGENCIA,False,True,original,"{
  ""classificacao"": ""NAO_EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas como irritação cutânea, escarafateamento, letargia, perda de pelo e excessive grooming. Não há informações sobre lesões graves ou sinais de doença grave que necessitem atenção médica imediata."",
  ""sinais_de_alerta"": [""Skin Irritation"", ""Escarafateamento""],
  ""recomendaacao"": ""Marcar consulta veterinária para avaliar e tratar os sintomas observados"" }"
59,Cat,"Animal: Cat. Sintomas observados: Floopy Muscle, Speech Delay, Intellectual Disability, Walking Problem, Eye Movements.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O relato apresenta uma lista extensa de sintomas graves e potencialmente life-threatening (como problemas musculares, atraso no desenvolvimento linguístico, deficiência intelectual, problemas ao andar e movimentos oculares anormais), que requerem atenção imediata e avaliação veterinária especializada."",
  ""sinais_de_alerta"": [
    ""Problema muscular"",
    ""Atraso no desenvolvimento linguístico"",
    ""Deficiência intelectual"",
    ""Problema ao andar"",
    ""Movimentos oculares anormais""
  ],
  ""recomendacao"": ""Ligue para o serviço de emergência veterinária imediatamente e aguarde orientação.""
}"
60,Cat,"Animal: Cat. Sintomas observados: Sensitivity To Bright Light, Disharge From Affected Eye, Inflammation, Clouded Cornea, Rubbing Eye.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves como dispensibilidade a luz brilhante, derrame de olho afetado, inflamação e claridade turva do globo ocular, além de rubor nos olhos. Isso sugere uma condição médica grave que requer atenção veterinária imediata."",
  ""sinais_de_alerta"": [
    ""Dispensibilidade a luz brilhante"",
    ""Derrame de olho afetado"",
    ""Inflamação"",
    ""Claridade turva do globo ocular"",
    ""Rubor nos olhos""
  ],
  ""recomendacao"": ""Leve o animal ao veterinário o mais rápido possível para avaliação e tratamento adequados.""
}"
61,Cat,"Animal: Cat. Sintomas observados: Fever, Diarrhea, Vomiting, Cramps, Dehydration.",EMERGENCIA,EMERGENCIA,True,True,original,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Observou-se uma lista extensa de sintomas que podem indicar uma condição grave ou emergencial para o animal. A presença de febre, diarreia, vômito, dor e desidratação sugere uma situação potencialmente crítica."", ""sinais_de_alerta"": [""Fever"", ""Diarrhea"", ""Vomiting"", ""Cramps"", ""Dehydration""], ""recomendacao"": ""Observar o animal em isolamento imediato, fornecer líquidos para reidratação e considerar a administração de antibióticos ou antieméticos, dependendo da avaliação do veterinário.""}"
62,Cat,"Animal: Cat. Sintomas observados: Tenderness, Erythema, Swelling, Scartch, Pain.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves como dor, vermelhidão e inchaço, o que indica uma condição médica grave que precisa ser avaliada imediatamente."",
  ""sinais_de_alerta"": [""Dor"", ""Vermelhidão"", ""Inchaço""],
  ""recomendacao"": ""Leve o animal ao veterinário mais próximo imediatamente para avaliação e tratamento adequados""
}"
63,Cat,"Animal: Cat. Sintomas observados: Fever, Diarrhea, Vomiting, Salivation, Decrease Appetite.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves como febre, diarreia, vômitos e salivação, indicando uma possibilidade de infecção grave."",
  ""sinais_de_alerta"": [""Fever"", ""Diarrhea"", ""Vomiting"", ""Salivation""],
  ""recomendacao"": ""Levar o animal ao veterinário imediatamente para avaliação e tratamento.""
}"
64,Cat,"Animal: Cat. Sintomas observados: Scaly Patches Of Skin, Sore, Scabs, Scartch, Hair Loss.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O relato do tutor inclui sintomas graves como scartch e hair loss, que podem indicar infecção grave ou doença crônica."",
  ""sinais_de_alerta"": [
    ""Scartch"",
    ""Hair Loss""
  ],
  ""recomendacao"": ""Referir imediatamente ao veterinário para avaliação e tratamento.""
}"
65,Cat,"Animal: Cat. Sintomas observados: Fatty Stool, Diarrhea, Vomiting, Weight Loss, Pain.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O relato do tutor inclui sintomas graves como vômito e perda de peso, o que sugere uma condição médica grave que requer imediata atenção veterinária."",
  ""sinais_de_alerta"": [""Vômito"", ""Perda de peso""],
  ""recomendacao"": ""Devolver o animal ao veterinário ou a um centro de triagem veterinária imediatamente""
}"
66,Cat,"Animal: Cat. Sintomas observados: Nausea, Appetite Loss, Vomiting, Firm, Distended Stomach.",EMERGENCIA,INCERTO,False,True,original,"{""classificacao"": ""INCERTO"", ""justificativa"": ""A falta de informações sobre a espécie e idade do animal torna difícil avaliar a gravidade dos sintomas. Além disso, a descrição física não fornece detalhes suficientes para determinar se o caso é uma emergência ou não."", ""sinais_de_alerta"": [""Perda de apetite"", ""Vômito"", ""Estômago firmado e distendido""], ""recomendacao"": ""Reúna mais informações sobre a espécie, idade do animal e sua história médica antes de tomar qualquer decisão.""}"
67,Cat,"Animal: Cat. Sintomas observados: Fever, Swelling In The Bite Area, Lethargy, Limp, Pain.",EMERGENCIA,EMERGENCIA,True,True,original,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Orelha inchada (Swelling In The Bite Area) pode indicar infec\u00e7\u00e3o ou les\u00e3o grave. O paciente apresenta febre, letargia, dificuldade para caminhar (Limp), dor e sintomas de infecção."", ""sinais_de_alerta"": ""[\""Fever\"", \""Swelling In The Bite Area\"", \""Lethargy\"", \""Limp\"", \""Pain\""]"", ""recomendacao"": ""Leve o animal ao veterinário imediatamente para avalia\u00f4 e tratamento.""}"
68,Cat,"Animal: Cat. Sintomas observados: Fever, Appetite Loss, Eyeproblem, Liver Disease, Nuerological.",EMERGENCIA,EMERGENCIA,True,True,original,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como febre, perda de apetite, problema nos olhos e doen\u00ba hepatica sugerem uma situa\u00e7\u00e3o grave que requer ateno\u00fco imediato."", ""sinais_de_alerta"": [""Fever"", ""Appetite Loss"", ""Eyeproblem"", ""Liver Disease"", ""Nuerological""], ""recomendacao"": ""Levar o animal ao veterinário o mais rápido poss\u00edvel e observar os sintomas ao longo do tempo para determinar a melhor abordagem de tratamento.""}"
69,Cat,"Animal: Cat. Sintomas observados: Fever, Mild Sneezing, Coughing, Nasal, Ocular Discharge.",EMERGENCIA,NAO_EMERGENCIA,False,True,original,"{""classificacao"": ""NAO_EMERGENCIA"", ""justificativa"": ""O animal apresenta sintomas comuns de infeção viral, como febre e secreção nasal. Não há sinais de gravidade aguda que justifiquem uma classificação como EMERGENCIA."", ""sinais_de_alerta"": [""Fever"", ""Sneezing"", ""Coughing""], ""recomendacao"": ""Acompanhar o caso com monitoramento regular e observar a evolução dos sintomas para ajuste da terapia como necessário.""}"
420,Dog,"Animal: Dog. Sintomas observados: Stop Eating, Stop Drinking, Change Their Normal Behaviour, Lameness, Pain.",EMERGENCIA,EMERGENCIA,True,True,original,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves como parada do apetite e da ingestão de água, mudanças no comportamento normal, dor e perda de mobilidade, indicativos de uma condição médica grave que requer imediata atenção veterinária."",
  ""sinais_de_alerta"": [
    ""Parada do apetite"",
    ""Parada da ingestão de água"",
    ""Mudanças no comportamento normal"",
    ""Dor"",
    ""Perda de mobilidade""
  ],
  ""recomendacao"": ""Devem ser priorizados os procedimentos médicos veterinários para avaliar e tratar a condição do animal, se possível, em um consultório veterinário o mais próximo."" }"
839,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Nasal Discharge, Skin Lesions.",NAO_EMERGENCIA,NAO_EMERGENCIA,True,True,llm_data_augmentation,"{
  ""classificacao"": ""NAO_EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas que podem ser causados por uma infecção viral comum em cães, como a herpesviral canina. É necessário realizar exames complementares e avaliação para determinar a causa exata dos sintomas."",
  ""sinais_de_alerta"": [""Eye Discharge"", ""Nasal Discharge"", ""Skin Lesions""],
  ""recomendacao"": ""Realizar exame físico completo, coletar amostras de secreções oculares e nasal para exames laboratoriais, e consultar um veterinário especializado em dermatologia""
}"
840,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Nasal Discharge, Sneezing.",NAO_EMERGENCIA,NAO_EMERGENCIA,True,True,llm_data_augmentation,"{
  ""classificacao"": ""NAO_EMERGENCIA"",
  ""justificativa"": ""Sintomas como secreção ocular e nasal e espirros podem ser causados por várias condições comuns em cães, não necessitando de intervenção imediata."",
  ""sinais_de_alerta"": [""Secreção ocular"", ""Secreção nasal"", ""Espirro""],
  ""recomendacao"": ""Consulta veterinária para avaliação e tratamento adequado"" }"
841,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Nasal Discharge, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas de infecção ocular e nasal, que podem ser indicativos de uma condição grave. Além disso, a lamessia pode ser um sinal de dor ou desconforto, o que é preocupante."",
  ""sinais_de_alerta"": [""Eye Discharge"", ""Nasal Discharge"", ""Lameness""],
  ""recomendacao"": ""O animal deve ser levado a um veterinário especializado imediatamente para avaliação e tratamento adequados.""
}"
842,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Skin Lesions, Sneezing.",NAO_EMERGENCIA,INCERTO,False,True,llm_data_augmentation,"{""classificacao"": ""INCERTO"", ""justificativa"": ""A falta de informações sobre a espécie e idade do animal torna difícil determinar a gravidade dos sintomas. Além disso, os sintomas observados são genéricos e podem ser causados por diversas condições diferentes."", ""sinais_de_alerta"": [""Eye Discharge"", ""Skin Lesions"", ""Sneezing""], ""recomendacao"": """"}"
843,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Skin Lesions, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como Discharge ocular e Lesoes cutaneas podem indicar doen\u00e7as graves ou infec\u00f3es que requerem intervenção veterinária imediata."", ""sinais_de_alerta"": [""Discharge ocular"", ""Lesoes cutaneas"", ""Lamenes""], ""recomendacao"": ""Encaminhar o animal a um veterinario para avaliacao e tratamento adequados.""}"
844,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Sneezing, Lameness.",NAO_EMERGENCIA,INCERTO,False,True,llm_data_augmentation,"{
  ""classificacao"": ""INCERTO"",
  ""justificativa"": ""Falta de informações sobre a espécie e idade do animal para avaliar a gravidade dos sintomas."",
  ""sinais_de_alerta"": [""Eye Discharge"", ""Sneezing"", ""Lameness""],
  ""recomendacao"": ""Obter mais informações sobre o animal, como sua raça, tamanho e histórico médico, para avaliar a situação corretamente.""
}"
845,Dog,"Animal: Dog. Sintomas observados: Nasal Discharge, Skin Lesions, Lameness.",NAO_EMERGENCIA,NAO_EMERGENCIA,True,True,llm_data_augmentation,"{
  ""classificacao"": ""NAO_EMERGENCIA"",
  ""justificativa"": ""Os sintomas apresentados são preocupantes, mas não são tão graves ou imediatos que justifiquem a classificação como EMERGENCIA. O animal pode precisar de atenção veterinária, mas não há indicativos de uma situação crítica."",
  ""sinais_de_alerta"": [
    ""Nasal Discharge"",
    ""Skin Lesions"",
    ""Lameness""
  ],
  ""recomendacao"": ""Marque o animal para um agendamento com o veterinário o mais rápido possível.""}"
846,Dog,"Animal: Dog. Sintomas observados: Nasal Discharge, Sneezing, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""Sintomas como nasal discharge e lamess e podem indicar problemas respiratorios ou articulares graves que requerem atenção veterinaria imediata."",
  ""sinais_de_alerta"": [""Nasal Discharge"", ""Lameness""],
  ""recomendacao"": ""Especialista veterinario deve ser procurado imediatamente.""
}"
847,Dog,"Animal: Dog. Sintomas observados: Skin Lesions, Sneezing, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como les\u00e3o de pele e dor ao andar podem indicar infec\u00e7\u00f5es ou lesões mais serias, como rabia ou osteog\u00e9s. Recomendacao: Avalia\u00fa imediatamente o animal.""}"
848,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Nasal Discharge, Skin Lesions, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""O animal apresenta sintomas graves como discharge ocular e nasal, les\u00e3o da pele e lamenes, o que indica uma condição potencialmente grave e requerida imediata aten\u00fa\u00f4. Além disso, a presen\u00fa de sintomas como limpeza ocular e nasal pode indicar infecção ou inflama\u00e7\u00e3o"", ""sinais_de_alerta"": [""Discharge ocular"", ""Nasal Discharge"", ""Lamenes"", ""Les\u00e3o da pele""], ""recomendacao"": ""Fazer exame veterin\u00e1rio o mais rápido possível para avalia\u00fao e tratamento adequados.""}"
849,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Nasal Discharge, Sneezing, Lameness.",NAO_EMERGENCIA,NAO_EMERGENCIA,True,True,llm_data_augmentation,"{
    ""classificacao"": ""NAO_EMERGENCIA"",
    ""justificativa"": ""O animal apresenta sintomas como discharge ocular e nasal, sneezing e lamess, que podem ser causados por várias condições, como infecções alérgicas ou outras patologias. Não há informações suficientes para determinar a gravidade da situação."",
    ""sinais_de_alerta"": [
        ""Eye Discharge"",
        ""Nasal Discharge""
    ],
    ""recomendacao"": ""Fazer uma consulta veterinária para avaliar os sintomas e realizar exames adequados.""
}"
850,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Skin Lesions, Sneezing, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como Dis discharge ocular, Lesiones cutaneas, Dor nasal (sneezing) e Hiperestesia (lameza), indicam problemas de saúde grave que requerem atenção veterinaria imediata."", ""sinais_de_alerta"": [""Discharge ocular"", ""Lesões cutâneas"", ""Sneezing"", ""Lameza""], ""recomendacao"": ""Consulte um veterinário o mais rápido possível""}"
851,Dog,"Animal: Dog. Sintomas observados: Nasal Discharge, Skin Lesions, Sneezing, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves como nasal discharge e lamenes, que podem indicar uma infecção grave ou doença crônica. Além disso, a presença de lesões cutâneas também é um sinal de alerta."",
  ""sinais_de_alerta"": [""Nasal Discharge"", ""Skin Lesions"", ""Lameness""],
  ""recomendacao"": ""Levar o animal ao veterinário o mais rápido possível para avaliação e tratamento.""
}"
852,Dog,"Animal: Dog. Sintomas observados: Eye Discharge, Nasal Discharge, Skin Lesions, Sneezing, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O relato inclui sintomas graves como Discharge ocular e nasal, Lesões na pele e deformidade articular (Lamenes), indicando uma condição potencialmente séria que requer imediata atenção veterinária."",
  ""sinais_de_alerta"": [""Eye Discharge"", ""Nasal Discharge"", ""Skin Lesions"", ""Lameness""],
  ""recomendacao"": ""Imediatamente levar o animal a um especialista veterinário para avaliação e tratamento adequados.""
}"
853,Cat,"Animal: Cat. Sintomas observados: Eye Discharge, Nasal Discharge, Sneezing.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como eye discharge e nasal discharge podem ser indicativos de uma infecção viral ou bacteriana grave que pode afetar a saúde do animal. Além disso, sneezing pode ser um sinal de dor ou desconforto. Devem ser agendadas as consultas veterinárias o mais rápido possível"", ""sinais_de_alerta"": [""Eye Discharge"", ""Nasal Discharge"", ""Sneezing""], ""recomendaacao"": ""Agendar consulta veterinária imediatamente.""}"
854,Cat,"Animal: Cat. Sintomas observados: Eye Discharge, Nasal Discharge, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como descongestao ocular e nasal, junto a dor no membro podem indicar uma infeco grave."", ""sinais_de_alerta"": [""Eye Discharge"", ""Nasal Discharge"", ""Lameness""], ""recomendacao"": ""Observar o animal imediatamente, levando para um veterinario especializado.""}"
855,Cat,"Animal: Cat. Sintomas observados: Eye Discharge, Skin Lesions, Sneezing.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves como secreção ocular e lesões na pele, o que indica uma condição potencialmente grave e necessita de atenção médica imediata."",
  ""sinais_de_alerta"": [
    ""Secreção ocular"",
    ""Lesões na pele"",
    ""Sneezing""
  ],
  ""recomendacao"": ""Leve o animal ao veterinário o mais rápido possível.""
}"
856,Cat,"Animal: Cat. Sintomas observados: Eye Discharge, Skin Lesions, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""O animal apresenta sintomas graves como descarga ocular e lesões cutâneas, além de lamessura, o que indica uma condição médica urgente que requer imediata atenção veterinária."",
  ""sinais_de_alerta"": [
    ""Descarga ocular"",
    ""Lesões cutâneas"",
    ""Lamessura""
  ],
  ""recomendacao"": ""Precisa ser levado a um hospital veterinário ou clínica de emergência o mais rápido possível.""
}"
857,Cat,"Animal: Cat. Sintomas observados: Eye Discharge, Sneezing, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sinais de alerta: Eye Discharge e Lameness podem indicar problemas graves como infecção ou lesao oculares e articular. Além disso, a presenca de sneezing pode sugerir alergia ou inflamacao"", ""sinais_de_alerta"": [""Eye Discharge"", ""Lameness"", ""Sneezing""], ""recomendacao"": ""Especialista veterinario deveria ser consultado imediatamente.""}"
858,Cat,"Animal: Cat. Sintomas observados: Nasal Discharge, Skin Lesions, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""O animal apresenta sintomas que indicam uma condição grave e potencialmente perigosa, como nasal discharges que podem ser sinal de infec\u00e7\u00f3es graves ou doen\u00c1s infecciosas, les\u00e3os na pele que podem estar associados a infec\u00e7\u00f3es ou parasit\u00e9rias, e lamess, que pode indicar dor e dificuldade de movimento. Isso requer uma avaliação imediata por um profissional veterin\u00e1rio para determinar a causa subjacente e iniciar o tratamento adequado."", ""sinais_de_alerta"": [""Nasal Discharge"", ""Skin Lesions"", ""Lameness""], ""recomendacao"": ""Devolver o animal ao profissional veterinário imediatamente.""}"
859,Cat,"Animal: Cat. Sintomas observados: Nasal Discharge, Sneezing, Lameness.",NAO_EMERGENCIA,INCERTO,False,True,llm_data_augmentation,"{""classificacao"": ""INCERTO"", ""justificativa"": ""A classificação como EMERGENCIA ou NAO_EMERGENCIA requer mais informações sobre a condição específica do animal e seus sintomas. O Nasal Discharge e o Sneezing podem ser indicativos de uma infeção viral, enquanto o Lameness pode estar relacionado a uma lesão ou dor muscular. Sem mais detalhes, é difícil determinar a gravidade da situação."", ""sinais_de_alerta"": [""Nasal Discharge"", ""Sneezing"", ""Lameness""], ""recomendacao"": ""É necessário obter mais informações sobre o caso para uma classificação precisa.""}"
860,Cat,"Animal: Cat. Sintomas observados: Skin Lesions, Sneezing, Lameness.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{
  ""classificacao"": ""EMERGENCIA"",
  ""justificativa"": ""Orelha ferida (skin lesões) pode indicar infecção ou lesão grave, e a lamessia (falhas de caminhar) pode indicar dor crônica ou dor aguda. O sneezing (espirro) pode ser um sintoma de alergia, infeção viral ou bacteriana, mas no caso da falta de informação sobre a espécie e idade, é preciso agir com cautela e procurar orientação veterinária imediatamente."",
  ""sinais_de_alerta"": [
    ""Orelha ferida"",
    ""Lamessia"",
    ""Sneezing""
  ],
  ""recomendacao"": ""Leve o animal ao veterinário mais próximo, pois a natureza dos sintomas é preocupante e requer avaliação veterinária imediata.""
}"
861,Cat,"Animal: Cat. Sintomas observados: Eye Discharge, Nasal Discharge, Skin Lesions, Sneezing.",NAO_EMERGENCIA,EMERGENCIA,False,True,llm_data_augmentation,"{""classificacao"": ""EMERGENCIA"", ""justificativa"": ""Sintomas como eye discharge e nasal discharge podem indicar infec\u00fao f\u00e7ial ou respirat\u00f3ria, enquanto les\u00eas na pele podem ser um sinal de alergia ou reac-\u00e7\u00e3o cutan\u00e9a. Esses sintomas devem ser avaliados imediatamente por um veterin\u00e1rio para evitar complica\u00casses graves."", ""sinais_de_alerta"": [""Eye Discharge"", ""Nasal Discharge"", ""Skin Lesions"", ""Sneezing""], ""recomendacao"": ""Leve o animal a um veterin\u00e1rio o mais breve poss\u00e1vel.""}"
