condicao,lote,atendente,id,esperado,previsto,justificativa
sem_rag,dev,gemini-3.5-flash-lite,p55,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cão manca levemente, mas ainda apoia a pata e não apresenta cortes aparentes."
sem_rag,dev,gemini-3.5-flash-lite,p56,NAO_EMERGENCIA,NAO_EMERGENCIA,"O gato apresenta coceira leve e casquinhas, mas come e brinca normalmente, sem risco imediato."
sem_rag,dev,gemini-3.5-flash-lite,p57,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cão comeu parte da ração, bebe água normalmente e não apresenta vômitos ou diarreia."
sem_rag,dev,gemini-3.5-flash-lite,p58,NAO_EMERGENCIA,NAO_EMERGENCIA,"O gato tem uma marca de mordida limpa e sem inchapo, sendo um caso leve."
sem_rag,dev,gemini-3.5-flash-lite,p59,NAO_EMERGENCIA,NAO_EMERGENCIA,O aumento da sede e micção são leves e o gato continua ativo.
sem_rag,dev,gemini-3.5-flash-lite,p60,NAO_EMERGENCIA,NAO_EMERGENCIA,"O corte é pequeno, parou de sangrar rapidamente e o animal não demonstra desconforto."
sem_rag,dev,gemini-3.5-flash-lite,p61,NAO_EMERGENCIA,NAO_EMERGENCIA,"O gato come normalmente e sem dor, indicando um problema dentario leve que pode aguardar consulta."
sem_rag,dev,gemini-3.5-flash-lite,p62,NAO_EMERGENCIA,NAO_EMERGENCIA,"O carocinho é antigo e está estável, sem indicar risco iminente à vida do animal."
sem_rag,dev,gemini-3.5-flash-lite,p63,NAO_EMERGENCIA,EMERGENCIA,"Contato com morcego apresenta risco grave de raiva, exigindo atendimento imediato e avaliação do médico veterinário."
sem_rag,dev,gemini-3.5-flash-lite,p64,NAO_EMERGENCIA,NAO_EMERGENCIA,"O gato foi encontrado com carrapatos, mas apresenta comportamento totalmente normal e sem sintomas."
sem_rag,dev,gemini-3.5-flash-lite,p65,NAO_EMERGENCIA,NAO_EMERGENCIA,O animal ofegou após correr mas normalizou rapidamente após descanso e água.
sem_rag,dev,gemini-3.5-flash-lite,p66,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato trata apenas de orientacao sobre racao para emagrecimento, sem sinais de doenca ou sofrimento."
sem_rag,dev,gemini-3.5-flash-lite,p67,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato trata apenas de dúvida sobre o prazo da vacina, sem apresentar nenhum sintoma."
sem_rag,dev,gemini-3.5-flash-lite,p68,INCERTO,INCERTO,O relato não traz informações suficientes para definir a urgência do atendimento.
sem_rag,calib,gemini-3.5-flash-lite,p01,EMERGENCIA,EMERGENCIA,"O cão ingeriu isca suspeita e apresenta tremores e convulsão, indicando risco grave à vida."
sem_rag,calib,gemini-3.5-flash-lite,p02,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal apresenta coceira leve, sem outros sintomas graves, mantendo apetite e comportamento normais."
sem_rag,calib,gemini-3.5-flash-lite,p03,EMERGENCIA,EMERGENCIA,Os sintomas súbitos indicam grave alteração neurológica e exigem atendimento veterinário imediato.
sem_rag,calib,gemini-3.5-flash-lite,p04,NAO_EMERGENCIA,NAO_EMERGENCIA,O cachorro comeu bolo mas está comendo e brincando normalmente.
sem_rag,calib,gemini-3.5-flash-lite,p05,EMERGENCIA,EMERGENCIA,"O gato recebeu medicação humana e apresenta vômito e gengiva arroxeada, indicando risco grave."
sem_rag,calib,gemini-3.5-flash-lite,p06,NAO_EMERGENCIA,NAO_EMERGENCIA,"O gato vomitou uma vez, mas está comendo e brincando normalmente."
sem_rag,calib,gemini-3.5-flash-lite,p07,EMERGENCIA,EMERGENCIA,Tentativa de vomitar sem sucesso e barriga estufada indicam risco grave de torção gástrica.
sem_rag,calib,gemini-3.5-flash-lite,p08,EMERGENCIA,EMERGENCIA,"A dificuldade para urinar com dor indica possível obstrução urinária, que é grave e fatal."
sem_rag,calib,gemini-3.5-flash-lite,p09,NAO_EMERGENCIA,NAO_EMERGENCIA,"O gato vai mais à caixa, mas urina normalmente sem dor ou esforço."
sem_rag,calib,gemini-3.5-flash-lite,p10,EMERGENCIA,EMERGENCIA,"Corrimento com pus após o cio e apatia indicam infecção uterina grave, exigindo atendimento veterinário imediato."
sem_rag,calib,gemini-3.5-flash-lite,p11,NAO_EMERGENCIA,NAO_EMERGENCIA,"A cadela apresenta sangramento e inchaço, mas continua ativa, comendo e brincando normalmente."
sem_rag,calib,gemini-3.5-flash-lite,p12,EMERGENCIA,EMERGENCIA,"O gato apresenta paralisia súbita, dor intensa e respiração acelerada, indicando risco imediato à vida."
sem_rag,calib,gemini-3.5-flash-lite,p13,NAO_EMERGENCIA,NAO_EMERGENCIA,"A dificuldade para levantar ocorre há meses e melhora ao andar, indicando um quadro crônico sem urgência."
sem_rag,calib,gemini-3.5-flash-lite,p14,EMERGENCIA,EMERGENCIA,O inchaço rápido na pata pode indicar picada de animal peçonhento ou grave lesão.
sem_rag,calib,gemini-3.5-flash-lite,p15,INCERTO,INCERTO,O relato não traz informações suficientes sobre os sintomas do animal para definir a urgência.
sem_rag,calib,gemini-3.5-flash-lite,p16,NAO_EMERGENCIA,NAO_EMERGENCIA,O comportamento relatado é leve e não indica risco à vida ou sofrimento imediato.
sem_rag,calib,gemini-3.5-flash-lite,p17,EMERGENCIA,EMERGENCIA,O deslocamento do globo ocular é gravíssimo e exige atendimento veterinário imediato para evitar danos irreversíveis.
sem_rag,calib,gemini-3.5-flash-lite,p18,NAO_EMERGENCIA,NAO_EMERGENCIA,"Os sintomas oculares são leves e o gato está ativo, sem sinais de sofrimento."
sem_rag,regua,gemini-3.5-flash-lite,b01,EMERGENCIA,EMERGENCIA,Ingestão de chocolate com tremores e vômitos indica intoxicação grave que exige atendimento veterinário imediato.
sem_rag,regua,gemini-3.5-flash-lite,b02,EMERGENCIA,EMERGENCIA,"A gata tenta urinar sem sucesso desde ontem e mia de dor, indicando risco grave à vida."
sem_rag,regua,gemini-3.5-flash-lite,b03,EMERGENCIA,EMERGENCIA,A dificuldade respiratória grave e a língua roxa indicam risco iminente à vida.
sem_rag,regua,gemini-3.5-flash-lite,b04,EMERGENCIA,EMERGENCIA,A convulsão indica risco à vida e exige atendimento veterinário imediato.
sem_rag,regua,gemini-3.5-flash-lite,b05,NAO_EMERGENCIA,NAO_EMERGENCIA,Os espirros ocasionais são leves e a gata mantém bom apetite e comportamento normal.
sem_rag,regua,gemini-3.5-flash-lite,b06,EMERGENCIA,EMERGENCIA,"Atropelamentos causam risco de vida e dor intensa, exigindo atendimento veterinário imediato."
sem_rag,regua,gemini-3.5-flash-lite,b07,EMERGENCIA,EMERGENCIA,Vômitos e diarreia frequentes com apatia indicam risco de desidratação e exigem atendimento imediato.
sem_rag,regua,gemini-3.5-flash-lite,b08,EMERGENCIA,EMERGENCIA,"A ingestão de cebola e alho, junto com fraqueza e gengiva pálida, indica possível intoxicação grave."
sem_rag,regua,gemini-3.5-flash-lite,b09,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal apresenta coceira e casquinha leves, mas continua comendo bem e sem risco imediato."
sem_rag,regua,gemini-3.5-flash-lite,b10,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cão manca levemente e ainda apoia o pé no chão, indicando um sinal leve."
sem_rag,regua,gemini-3.5-flash-lite,b11,NAO_EMERGENCIA,NAO_EMERGENCIA,"Os sintomas oculares são leves e sem sinais de gravidade, podendo aguardar consulta comum."
sem_rag,regua,gemini-3.5-flash-lite,b12,EMERGENCIA,EMERGENCIA,Barriga inchada e dura com tentativa de vomitar sem sucesso indica risco grave de torção gástrica.
sem_rag,regua,gemini-3.5-flash-lite,b13,EMERGENCIA,EMERGENCIA,O sangramento intenso e contínuo na pata indica risco de perda excessiva de sangue.
sem_rag,regua,gemini-3.5-flash-lite,b14,EMERGENCIA,EMERGENCIA,"O filhote apresenta fraqueza extrema, recusa para mamar e hipotermia, indicando risco grave à vida."
sem_rag,regua,gemini-3.5-flash-lite,b15,EMERGENCIA,EMERGENCIA,"A dificuldade para urinar com dor e choro indica obstrução urinária grave, necessitando de atendimento imediato."
sem_rag,regua,gemini-3.5-flash-lite,b16,EMERGENCIA,EMERGENCIA,O inchaço rápido no focinho após picada de abelha indica risco de reação alérgica grave.
sem_rag,regua,gemini-3.5-flash-lite,b17,EMERGENCIA,EMERGENCIA,A dificuldade súbita para mover as pernas traseiras associada à of Fegamento indica risco grave.
sem_rag,regua,gemini-3.5-flash-lite,b18,NAO_EMERGENCIA,NAO_EMERGENCIA,Os sintomas relatados são leves e o gato continua comendo bem.
sem_rag,regua,gemini-3.5-flash-lite,b19,EMERGENCIA,EMERGENCIA,Ingestão de paracetamol e sintomas como vômito e inchaço indicam risco grave à vida.
sem_rag,regua,gemini-3.5-flash-lite,b20,EMERGENCIA,EMERGENCIA,Esses sinais súbitos indicam risco grave e o cão precisa de atendimento veterinário imediato.
sem_rag,regua,gemini-3.5-flash-lite,b21,EMERGENCIA,EMERGENCIA,O uso de produto para cães em gatos causa forte intoxicação e risco à vida.
sem_rag,regua,gemini-3.5-flash-lite,b22,EMERGENCIA,EMERGENCIA,"O cão apresenta sinais graves de sangramento e fraqueza após possível intoxicação, exigindo atendimento imediato."
sem_rag,regua,gemini-3.5-flash-lite,b23,EMERGENCIA,EMERGENCIA,"O animal apresenta vômito, diarreia com sangue e apatia severa, indicando alto risco à vida."
sem_rag,regua,gemini-3.5-flash-lite,b24,EMERGENCIA,EMERGENCIA,"Pus na vulva e apatia pós-cio indicam infecção uterina grave chamada piometra, exigindo atendimento imediato."
sem_rag,regua,gemini-3.5-flash-lite,b25,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cachorro comeu lixo, mas está ativo, comendo e brincando normalmente, sem sinais graves."
sem_rag,regua,gemini-3.5-flash-lite,b26,NAO_EMERGENCIA,NAO_EMERGENCIA,"A gata apresenta alteração urinária leve, mas está bem disposta e sem sinais de sofrimento intenso."
sem_rag,regua,gemini-3.5-flash-lite,b27,EMERGENCIA,EMERGENCIA,"O cão apresenta fraqueza extrema, incapacidade de levantar e gengivas pálidas, indicando risco grave à vida."
sem_rag,regua,gemini-3.5-flash-lite,b28,NAO_EMERGENCIA,NAO_EMERGENCIA,"A dificuldade para levantar é leve e ele continua comendo normalmente, podendo aguardar consulta comum."
sem_rag,regua,gemini-3.5-flash-lite,b29,NAO_EMERGENCIA,NAO_EMERGENCIA,"A gata está ativa, bebe água e não apresenta vômitos ou diarreia, sendo um caso leve."
sem_rag,regua,gemini-3.5-flash-lite,b30,EMERGENCIA,EMERGENCIA,Ingestão de barbante com vômitos e dor abdominal indica risco de obstrução intestinal.
sem_rag,regua,gemini-3.5-flash-lite,b31,NAO_EMERGENCIA,EMERGENCIA,O caroço quente com pus indica infecção grave decorrente de briga que exige atendimento rápido.
sem_rag,regua,gemini-3.5-flash-lite,b32,EMERGENCIA,EMERGENCIA,A respiração rápida e a tosse indicam risco à vida e sofrimento intenso para um cão cardíaco.
sem_rag,regua,gemini-3.5-flash-lite,b33,EMERGENCIA,EMERGENCIA,A cadela apresenta múltiplos sintomas graves de risco à vida e exige atendimento imediato.
sem_rag,regua,gemini-3.5-flash-lite,b34,EMERGENCIA,EMERGENCIA,"As contrações repetidas nas pernas indicam risco e sofrimento intenso, exigindo atendimento veterinário imediato."
sem_rag,regua,gemini-3.5-flash-lite,b35,EMERGENCIA,EMERGENCIA,Fazer força por muito tempo sem sucesso no parto indica sofrimento e risco para a cadela.
sem_rag,regua,gemini-3.5-flash-lite,b36,EMERGENCIA,EMERGENCIA,"O gato apresenta paralisia súbita nas patas traseiras e respiração rápida, indicando risco grave à vida."
sem_rag,regua,gemini-3.5-flash-lite,b37,EMERGENCIA,EMERGENCIA,"Os sintomas indicam risco à vida e sofrimento intenso, exigindo atendimento imediato."
sem_rag,regua,gemini-3.5-flash-lite,b38,EMERGENCIA,EMERGENCIA,Lírios são altamente tóxicos para gatos e o vômito indica risco grave à vida.
sem_rag,regua,gemini-3.5-flash-lite,b39,EMERGENCIA,EMERGENCIA,O contato com sapo causa sintomas graves de intoxicação que exigem atendimento veterinário imediato.
sem_rag,regua,gemini-3.5-flash-lite,b40,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cachorro está consciente, anda normalmente e não teve convulsão, indicando um quadro leve."
sem_rag,regua,gemini-3.5-flash-lite,b41,NAO_EMERGENCIA,NAO_EMERGENCIA,"A cadela apresenta sangramento e inchaço, mas está ativa e comendo bem, sem sinais de gravidade."
sem_rag,regua,gemini-3.5-flash-lite,b42,EMERGENCIA,EMERGENCIA,"O gato desmaiou, não fica em pé e apresenta gengiva branca, indicando risco grave à vida."
sem_rag,regua,gemini-3.5-flash-lite,b43,EMERGENCIA,EMERGENCIA,"O trauma facial com olho fechado, opaco e dor indica lesão ocular grave que requer atendimento imediato."
sem_rag,regua,gemini-3.5-flash-lite,b44,EMERGENCIA,EMERGENCIA,"A gata apresenta dificuldade respiratória grave com cianose, indicando risco imediato à vida."
sem_rag,regua,gemini-3.5-flash-lite,b45,EMERGENCIA,EMERGENCIA,"Picada de cobra é grave, causa inchaço rápido e fraqueza, exigindo atendimento veterinário imediato."
sem_rag,regua,gemini-3.5-flash-lite,b46,EMERGENCIA,EMERGENCIA,"A gengiva quase branca, a fraqueza extrema e a febre indicam risco grave à vida."
sem_rag,regua,gemini-3.5-flash-lite,b47,EMERGENCIA,EMERGENCIA,"O filhote está muito fraco e quase sem resposta, indicando risco grave à vida."
sem_rag,regua,gemini-3.5-flash-lite,b48,EMERGENCIA,EMERGENCIA,"A cabeça torta, os movimentos rápidos dos olhos e a falta de equilíbrio indicam risco neurológico grave."
sem_rag,regua,gemini-3.5-flash-lite,b49,EMERGENCIA,EMERGENCIA,A queda de altura elevada associada à respiração rápida indica risco iminente à vida.
sem_rag,regua,gemini-3.5-flash-lite,b50,EMERGENCIA,EMERGENCIA,O choque elétrico e a dificuldade respiratória indicam risco iminente à vida do filhote.
sem_rag,regua,gemini-3.5-flash-lite,b51,EMERGENCIA,EMERGENCIA,"A cadela apresenta sinais graves de eclampsia pós-parto, indicando risco à vida."
sem_rag,regua,gemini-3.5-flash-lite,b52,EMERGENCIA,EMERGENCIA,Ingestão de uvas passas e xilitol é altamente tóxica para cães e exige atendimento veterinário imediato.
sem_rag,regua,gemini-3.5-flash-lite,b53,NAO_EMERGENCIA,NAO_EMERGENCIA,"A cadela está calma, cuidando dos filhotes e sem fazer força há uma hora."
sem_rag,regua,gemini-3.5-flash-lite,b54,NAO_EMERGENCIA,NAO_EMERGENCIA,"O gato foi picado, mas apresenta apenas um caroço pequeno e comportamento normal."
sem_rag,regua,gemini-3.5-flash-lite,b55,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cachorro apresenta apenas tosse seca, mas continua ativo, comendo e respirando normalmente."
sem_rag,regua,gemini-3.5-flash-lite,b56,NAO_EMERGENCIA,NAO_EMERGENCIA,"A gata bebe e urina mais, mas está ativa e sem vômitos, indicando sinais leves."
sem_rag,regua,gemini-3.5-flash-lite,b57,NAO_EMERGENCIA,NAO_EMERGENCIA,"Os sintomas indicam inflamação leve na orelha, sem risco iminente à vida do animal."
sem_rag,regua,gemini-3.5-flash-lite,b58,NAO_EMERGENCIA,NAO_EMERGENCIA,"O corte é pequeno, superficial e parou de sangrar, e a gata está se comportando normalmente."
sem_rag,regua,gemini-3.5-flash-lite,b59,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal apresenta apenas tártaro e mau hálito, mas come bem e não sente dor."
sem_rag,regua,gemini-3.5-flash-lite,b60,NAO_EMERGENCIA,NAO_EMERGENCIA,"O caroço cresce devagar há meses, não causa dor e o animal continua bem."
sem_rag,regua,gemini-3.5-flash-lite,b61,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cão ficou ofegante após correr, mas recuperou-se rapidamente na sombra e age normalmente."
sem_rag,regua,gemini-3.5-flash-lite,b62,NAO_EMERGENCIA,EMERGENCIA,Mordedura de morcego apresenta alto risco de transmissão de raiva e exige avaliação veterinária urgente.
sem_rag,regua,gemini-3.5-flash-lite,b63,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal apresenta carrapatos, mas está ativo, comendo bem e com gengivas saudáveis."
sem_rag,regua,gemini-3.5-flash-lite,b64,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cão vomitou apenas uma vez, mas já voltou a comer e continua brincando normalmente."
sem_rag,regua,gemini-3.5-flash-lite,b65,NAO_EMERGENCIA,NAO_EMERGENCIA,"A gata vomitou mas está comendo e brincando normalmente, indicando um quadro leve."
sem_rag,regua,gemini-3.5-flash-lite,b66,NAO_EMERGENCIA,NAO_EMERGENCIA,As fezes moles isoladas sem outros sintomas indicam um caso leve que pode aguardar consulta.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i01,EMERGENCIA,EMERGENCIA,"Lamber sapo causa envenenamento grave com risco de morte por arritmia, exigindo atendimento imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i02,EMERGENCIA,INCERTO,"O relato menciona corrimento de pus e apatia, mas faltam detalhes para definir a urgência exata."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i03,EMERGENCIA,EMERGENCIA,O olho saltado para fora é uma emergência grave que pode causar a perda da visão rapidamente.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i04,EMERGENCIA,EMERGENCIA,A ingestão de uvas passas associada a vômito e fraqueza indica risco grave à vida.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i05,EMERGENCIA,INCERTO,O relato menciona pele amarelada mas nao traz informacoes suficientes para decidir a gravidade.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i06,EMERGENCIA,EMERGENCIA,Mais de 30 minutos de esforço sem sair filhote indica distocia grave e risco de vida.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i07,EMERGENCIA,EMERGENCIA,"Sua gata apresenta desequilíbrio e olhos tremendo de início súbito, o que indica uma emergência veterinária."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i08,EMERGENCIA,EMERGENCIA,O choque elétrico com dificuldade respiratória indica risco grave e necessidade de atendimento imediato.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i09,EMERGENCIA,EMERGENCIA,"Gengivas muito brancas indicam risco grave e choque após atropelamento, exigindo atendimento imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i10,EMERGENCIA,EMERGENCIA,"O cão desmaiou de repente e apresenta a gengiva muito pálida, indicando risco grave e necessidade de atendimento imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i11,EMERGENCIA,EMERGENCIA,Ingestão de medicamento humano com tremores e fraqueza indica risco grave à vida.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i12,EMERGENCIA,EMERGENCIA,"O animal apresenta engasgo e língua roxa, indicando risco grave à vida e necessidade de atendimento imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i13,EMERGENCIA,EMERGENCIA,O sangramento nasal após ingestão de raticida indica intoxicação grave que exige atendimento veterinário imediato.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i14,EMERGENCIA,EMERGENCIA,"O gato faz forca sem conseguir urinar, o que indica uma obstrucao uretral grave e risco de morte."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i15,EMERGENCIA,EMERGENCIA,Ingestão de lírio em gatos causa insuficiência renal fatal e fraqueza severa exige atendimento imediato.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i16,EMERGENCIA,EMERGENCIA,"A gata apresenta dificuldade respiratoria grave com boca aberta e respiracao acelerada, exigindo atendimento imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i17,EMERGENCIA,INCERTO,"O relato menciona diabetes e hálito adocicado, mas não traz dados suficientes para confirmar urgência."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i18,EMERGENCIA,EMERGENCIA,"O gato recebeu antipulgas de cachorro e apresenta convulsões e tremores severos, indicando risco grave à vida."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i19,EMERGENCIA,EMERGENCIA,"O animal apresenta vômito, diarreia com sangue e prostração, indicando necessidade de atendimento imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i20,EMERGENCIA,EMERGENCIA,Os sintomas indicam risco grave e necessitam de atendimento veterinário imediato.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i21,EMERGENCIA,EMERGENCIA,"A gengiva branquinha indica choque, hemorragia ou anemia grave, exigindo atendimento veterinário imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i22,EMERGENCIA,EMERGENCIA,"O cão apresenta sinais graves de intermação após exposição ao sol, exigindo atendimento imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i23,EMERGENCIA,EMERGENCIA,A gengiva pálida indica risco grave e necessidade de atendimento imediato.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i24,EMERGENCIA,EMERGENCIA,"O filhote apresenta tremores severos e perda de consciência, indicando risco grave à vida."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i25,EMERGENCIA,EMERGENCIA,"O cão apresentou convulsão, o que indica risco à vida e exige atendimento veterinário imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i26,EMERGENCIA,EMERGENCIA,A paralisia súbita das patas traseiras indica risco grave e sofrimento intenso.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i27,EMERGENCIA,EMERGENCIA,Respiração de boca aberta após queda indica risco grave e necessita atendimento imediato.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i28,EMERGENCIA,EMERGENCIA,Paralisia súbita das patas traseiras com extremidades geladas indica risco grave e exige atendimento imediato.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i29,EMERGENCIA,EMERGENCIA,O inchaco no rosto e a alteracao na respiracao indicam reacao alergica grave com risco.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i30,EMERGENCIA,EMERGENCIA,"O gato comeu um fio e apresenta vômitos constantes e fraqueza, indicando alto risco de necrose intestinal."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i31,EMERGENCIA,NAO_EMERGENCIA,"O tutor relata apenas tremores leves na face, sem sinais graves associados."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i32,EMERGENCIA,EMERGENCIA,"O gato apresenta inchaco na pata, baba em excesso e incapacidade de levantar, indicando risco grave."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i33,EMERGENCIA,EMERGENCIA,A presença de diarreia com sangue e apatia em filhote indica urgência veterinária imediata.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i34,EMERGENCIA,EMERGENCIA,"O animal apresenta dificuldade respiratória grave com cianose, indicando risco imediato à vida."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i35,EMERGENCIA,EMERGENCIA,"O cão caiu e apresentou tremores com salivação, o que indica uma convulsão e exige atendimento veterinário imediato."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i36,EMERGENCIA,EMERGENCIA,"O filhote recém-nascido está frio e não quer mamar, indicando risco grave à vida."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i37,EMERGENCIA,EMERGENCIA,Tremores e rigidez em cadela amamentando indicam quadro grave que requer atendimento veterinário imediato.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i38,EMERGENCIA,EMERGENCIA,"O cão comeu chocolate e apresenta agitação e vômito, indicando intoxicação e risco grave."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i39,NAO_EMERGENCIA,NAO_EMERGENCIA,"Feridas de briga sem sinais graves não são emergências imediatas, mas exigem consulta nas próximas 24 horas."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i40,NAO_EMERGENCIA,NAO_EMERGENCIA,"A exposicao a morcegos nao e emergencia imediata, mas exige consulta veterinaria nas proximas 24 horas."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i41,NAO_EMERGENCIA,NAO_EMERGENCIA,Coçar a orelha sem desequilíbrio é um sinal leve que pode aguardar consulta comum.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i42,NAO_EMERGENCIA,NAO_EMERGENCIA,A gata come menos mas continua ativa e sem outros sintomas.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i43,NAO_EMERGENCIA,NAO_EMERGENCIA,O tártaro e o mau hálito são problemas comuns e eletivos que podem aguardar uma consulta de rotina.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i44,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal apresentou apenas vômito isolado e fezes moles, mas continua ativo e brincalhão."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i45,NAO_EMERGENCIA,NAO_EMERGENCIA,"O gato apresenta olho vermelho e remela, indicando um quadro leve que pode aguardar consulta."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i46,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cachorro apresenta tremores leves, anda normal e está bem disposto, indicando um caso sem gravidade imediata."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i47,NAO_EMERGENCIA,INCERTO,"O relato menciona dificuldade para levantar, mas faltam detalhes para diferenciar artrose de paralisia."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i48,NAO_EMERGENCIA,NAO_EMERGENCIA,"Beber e urinar mais que o normal não é uma emergência imediata, mas precisa de consulta."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i49,NAO_EMERGENCIA,NAO_EMERGENCIA,Coceira intensa e pele vermelha são sinais leves que podem aguardar consulta de rotina.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i50,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal apresenta apenas espirros leves e coriza, mantendo bom apetite e comportamento normal."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i51,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cachorro esta mancando de leve apos um passo errado, o que indica claudicacao leve."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i52,NAO_EMERGENCIA,NAO_EMERGENCIA,A ofegação ocorre após o exercício e o cão melhora ao descansar na sombra.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i53,NAO_EMERGENCIA,NAO_EMERGENCIA,O nódulo de crescimento lento é um achado que pode aguardar uma consulta de rotina.
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i54,NAO_EMERGENCIA,NAO_EMERGENCIA,"O cachorro tem carrapatos mas está agindo normalmente, sem nenhum sinal clínico grave."
ctxarq_bgecl_leitura_mapa_top3,indep,gemini-3.5-flash-lite,i55,NAO_EMERGENCIA,INCERTO,O relato não descreve sintomas específicos suficientes para definir a gravidade do caso.
