condicao,lote,atendente,id,topico,tom,esperado,previsto,no_prompt,tempo_s
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i28,feline_aortic_thromboembolism,neutro,EMERGENCIA,EMERGENCIA,high_rise_syndrome_cats;acute_hindlimb_paralysis;mild_lameness,1.20
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i29,anaphylaxis_facial_swelling,calmo,EMERGENCIA,EMERGENCIA,anaphylaxis_facial_swelling;flea_dermatitis_pruritus;allium_toxicosis,1.11
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i30,gastrointestinal_foreign_body,aflito,EMERGENCIA,EMERGENCIA,lily_toxicosis_cats;vomiting_and_diarrhea;anticoagulant_rodenticide_poisoning,1.34
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i31,distemper_neurological,calmo,EMERGENCIA,NAO_EMERGENCIA,tremors_without_seizure;hypoglycemia_toy_puppy;eclampsia,1.16
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i32,snake_and_scorpion_envenomation,neutro,EMERGENCIA,EMERGENCIA,anaphylaxis_facial_swelling;high_rise_syndrome_cats;acute_hindlimb_paralysis,1.46
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i33,parvovirus_panleukopenia,calmo,EMERGENCIA,NAO_EMERGENCIA,anticoagulant_rodenticide_poisoning;vomiting_and_diarrhea;cat_bite_abscess,1.18
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i34,congestive_heart_failure,aflito,EMERGENCIA,EMERGENCIA,respiratory_distress;gastric_dilatation_volvulus;urethral_obstruction,1.42
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i35,seizures,calmo,EMERGENCIA,NAO_EMERGENCIA,tremors_without_seizure;seizures;hypoglycemia_toy_puppy,1.08
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i36,fading_neonate,neutro,EMERGENCIA,EMERGENCIA,fading_neonate;reduced_appetite_no_other_signs;normal_whelping,1.38
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i37,eclampsia,calmo,EMERGENCIA,NAO_EMERGENCIA,eclampsia;hypoglycemia_toy_puppy;dystocia,1.52
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i38,chocolate_toxicosis,aflito,EMERGENCIA,EMERGENCIA,chocolate_toxicosis;gastric_dilatation_volvulus;dietary_indiscretion_mild,1.15
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i39,cat_bite_abscess,aflito,NAO_EMERGENCIA,EMERGENCIA,cat_bite_abscess;permethrin_toxicosis_cats;ocular_emergency,1.14
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i40,rabies_exposure_wild_animal_bite,neutro,NAO_EMERGENCIA,EMERGENCIA,rabies_exposure_wild_animal_bite;high_rise_syndrome_cats;permethrin_toxicosis_cats,1.48
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i41,otitis_externa_mild,aflito,NAO_EMERGENCIA,EMERGENCIA,urethral_obstruction;otitis_externa_mild;ocular_emergency,1.26
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i42,reduced_appetite_no_other_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,dietary_indiscretion_mild;reduced_appetite_no_other_signs;single_vomiting_or_mild_diarrhea,1.11
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i43,periodontal_disease_mild,aflito,NAO_EMERGENCIA,EMERGENCIA,allium_toxicosis;periodontal_disease_mild;lily_toxicosis_cats,1.40
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i44,single_vomiting_or_mild_diarrhea,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,single_vomiting_or_mild_diarrhea;vomiting_and_diarrhea;gastric_dilatation_volvulus,1.11
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i45,mild_conjunctivitis,aflito,NAO_EMERGENCIA,EMERGENCIA,ocular_emergency;mild_conjunctivitis;anaphylaxis_facial_swelling,1.15
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i46,tremors_without_seizure,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,tremors_without_seizure;hypoglycemia_toy_puppy;eclampsia,1.52
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i47,osteoarthritis_stiffness,aflito,NAO_EMERGENCIA,EMERGENCIA,osteoarthritis_stiffness;acute_hindlimb_paralysis;congestive_heart_failure,1.24
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i48,polyuria_polydipsia_investigate,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,polyuria_polydipsia_investigate;diabetic_ketoacidosis;vomiting_and_diarrhea,1.33
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i49,flea_dermatitis_pruritus,aflito,NAO_EMERGENCIA,EMERGENCIA,flea_dermatitis_pruritus;anaphylaxis_facial_swelling;urethral_obstruction,1.20
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i50,mild_upper_respiratory_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,mild_upper_respiratory_signs;airway_foreign_body_choking;single_vomiting_or_mild_diarrhea,1.39
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i51,mild_lameness,aflito,NAO_EMERGENCIA,EMERGENCIA,acute_hindlimb_paralysis;mild_lameness;high_rise_syndrome_cats,1.21
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i52,exertional_panting_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,exertional_panting_mild;canine_heatstroke;otitis_externa_mild,1.00
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i53,slow_growing_lump,aflito,NAO_EMERGENCIA,EMERGENCIA,slow_growing_lump;anaphylaxis_facial_swelling;gastrointestinal_foreign_body,1.59
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i54,ticks_found_no_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,ticks_found_no_signs;tick_borne_disease_anemia;inappropriate_urination_or_cystitis,1.04
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i55,normal_whelping,aflito,NAO_EMERGENCIA,EMERGENCIA,high_rise_syndrome_cats;gastrointestinal_foreign_body;urethral_obstruction,1.25
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i56,inappropriate_urination_or_cystitis,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,inappropriate_urination_or_cystitis;urethral_obstruction;acute_hindlimb_paralysis,1.01
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i57,minor_wound,aflito,NAO_EMERGENCIA,EMERGENCIA,trauma_and_bleeding;human_medication_poisoning;rabies_exposure_wild_animal_bite,1.13
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i58,dietary_indiscretion_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,dietary_indiscretion_mild;chocolate_toxicosis;mild_lameness,1.13
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i59,normal_estrus,aflito,NAO_EMERGENCIA,EMERGENCIA,trauma_and_bleeding;canine_heatstroke;minor_wound,1.12
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i60,kennel_cough_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,kennel_cough_mild;airway_foreign_body_choking;mild_upper_respiratory_signs,1.20
ctxarq_bge_fichashib2_top3,indep,llama3.2-3b,i61,insect_sting_local_reaction,aflito,NAO_EMERGENCIA,EMERGENCIA,feline_aortic_thromboembolism;acute_hindlimb_paralysis;trauma_and_bleeding,1.82
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i01,toad_bufotoxin_poisoning,calmo,EMERGENCIA,EMERGENCIA,toad_bufotoxin_poisoning;mild_upper_respiratory_signs;carbamate_organophosphate_poisoning,2.79
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i02,pyometra,aflito,EMERGENCIA,EMERGENCIA,urethral_obstruction;lily_toxicosis_cats;acute_hindlimb_paralysis,3.19
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i03,ocular_emergency,calmo,EMERGENCIA,EMERGENCIA,ocular_emergency;mild_conjunctivitis;anaphylaxis_facial_swelling,2.88
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i04,grape_xylitol_toxicosis,neutro,EMERGENCIA,EMERGENCIA,grape_xylitol_toxicosis;vomiting_and_diarrhea;snake_and_scorpion_envenomation,3.02
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i05,leptospirosis_acute,calmo,EMERGENCIA,NAO_EMERGENCIA,allium_toxicosis;canine_heatstroke;exertional_panting_mild,2.69
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i06,dystocia,aflito,EMERGENCIA,EMERGENCIA,dystocia;urethral_obstruction;normal_whelping,3.36
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i07,vestibular_syndrome_otitis_interna,calmo,EMERGENCIA,NAO_EMERGENCIA,ocular_emergency;mild_conjunctivitis;high_rise_syndrome_cats,2.45
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i08,burns_and_electrical_injury,neutro,EMERGENCIA,EMERGENCIA,burns_and_electrical_injury;canine_heatstroke;anaphylaxis_facial_swelling,3.07
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i09,trauma_and_bleeding,calmo,EMERGENCIA,EMERGENCIA,collapse_and_pale_gums;slow_growing_lump;high_rise_syndrome_cats,2.74
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i10,collapse_and_pale_gums,aflito,EMERGENCIA,EMERGENCIA,collapse_and_pale_gums;snake_and_scorpion_envenomation;vomiting_and_diarrhea,2.62
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i11,human_medication_poisoning,calmo,EMERGENCIA,EMERGENCIA,permethrin_toxicosis_cats;human_medication_poisoning;anticoagulant_rodenticide_poisoning,2.86
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i12,airway_foreign_body_choking,neutro,EMERGENCIA,EMERGENCIA,respiratory_distress;anaphylaxis_facial_swelling;airway_foreign_body_choking,3.13
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i13,anticoagulant_rodenticide_poisoning,calmo,EMERGENCIA,EMERGENCIA,anticoagulant_rodenticide_poisoning;cat_bite_abscess;anaphylaxis_facial_swelling,2.77
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i14,urethral_obstruction,aflito,EMERGENCIA,EMERGENCIA,urethral_obstruction;acute_hindlimb_paralysis;inappropriate_urination_or_cystitis,3.00
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i15,lily_toxicosis_cats,calmo,EMERGENCIA,EMERGENCIA,lily_toxicosis_cats;high_rise_syndrome_cats;single_vomiting_or_mild_diarrhea,2.76
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i16,respiratory_distress,neutro,EMERGENCIA,EMERGENCIA,respiratory_distress;gastric_dilatation_volvulus;urethral_obstruction,3.14
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i17,diabetic_ketoacidosis,calmo,EMERGENCIA,EMERGENCIA,periodontal_disease_mild;gastrointestinal_foreign_body;reduced_appetite_no_other_signs,3.31
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i18,permethrin_toxicosis_cats,aflito,EMERGENCIA,EMERGENCIA,permethrin_toxicosis_cats;human_medication_poisoning;eclampsia,2.85
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i19,vomiting_and_diarrhea,calmo,EMERGENCIA,EMERGENCIA,single_vomiting_or_mild_diarrhea;gastrointestinal_foreign_body;vomiting_and_diarrhea,2.82
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i20,gastric_dilatation_volvulus,neutro,EMERGENCIA,EMERGENCIA,gastric_dilatation_volvulus;vomiting_and_diarrhea;urethral_obstruction,3.10
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i21,allium_toxicosis,calmo,EMERGENCIA,EMERGENCIA,allium_toxicosis;collapse_and_pale_gums;slow_growing_lump,2.79
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i22,canine_heatstroke,aflito,EMERGENCIA,EMERGENCIA,canine_heatstroke;exertional_panting_mild;ocular_emergency,2.93
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i23,tick_borne_disease_anemia,calmo,EMERGENCIA,EMERGENCIA,collapse_and_pale_gums;canine_heatstroke;gastric_dilatation_volvulus,2.87
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i24,hypoglycemia_toy_puppy,neutro,EMERGENCIA,EMERGENCIA,hypoglycemia_toy_puppy;fading_neonate;reduced_appetite_no_other_signs,2.88
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i25,carbamate_organophosphate_poisoning,calmo,EMERGENCIA,EMERGENCIA,tremors_without_seizure;carbamate_organophosphate_poisoning;permethrin_toxicosis_cats,3.00
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i26,acute_hindlimb_paralysis,aflito,EMERGENCIA,EMERGENCIA,acute_hindlimb_paralysis;osteoarthritis_stiffness;fading_neonate,2.99
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i27,high_rise_syndrome_cats,calmo,EMERGENCIA,EMERGENCIA,high_rise_syndrome_cats;respiratory_distress;collapse_and_pale_gums,2.92
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i28,feline_aortic_thromboembolism,neutro,EMERGENCIA,EMERGENCIA,high_rise_syndrome_cats;acute_hindlimb_paralysis;mild_lameness,2.73
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i29,anaphylaxis_facial_swelling,calmo,EMERGENCIA,EMERGENCIA,anaphylaxis_facial_swelling;flea_dermatitis_pruritus;allium_toxicosis,2.87
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i30,gastrointestinal_foreign_body,aflito,EMERGENCIA,EMERGENCIA,lily_toxicosis_cats;vomiting_and_diarrhea;anticoagulant_rodenticide_poisoning,2.80
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i31,distemper_neurological,calmo,EMERGENCIA,NAO_EMERGENCIA,tremors_without_seizure;hypoglycemia_toy_puppy;eclampsia,5.26
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i32,snake_and_scorpion_envenomation,neutro,EMERGENCIA,EMERGENCIA,anaphylaxis_facial_swelling;high_rise_syndrome_cats;acute_hindlimb_paralysis,2.72
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i33,parvovirus_panleukopenia,calmo,EMERGENCIA,EMERGENCIA,anticoagulant_rodenticide_poisoning;vomiting_and_diarrhea;cat_bite_abscess,2.47
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i34,congestive_heart_failure,aflito,EMERGENCIA,EMERGENCIA,respiratory_distress;gastric_dilatation_volvulus;urethral_obstruction,2.62
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i35,seizures,calmo,EMERGENCIA,EMERGENCIA,tremors_without_seizure;seizures;hypoglycemia_toy_puppy,2.87
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i36,fading_neonate,neutro,EMERGENCIA,EMERGENCIA,fading_neonate;reduced_appetite_no_other_signs;normal_whelping,2.81
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i37,eclampsia,calmo,EMERGENCIA,NAO_EMERGENCIA,eclampsia;hypoglycemia_toy_puppy;dystocia,3.05
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i38,chocolate_toxicosis,aflito,EMERGENCIA,EMERGENCIA,chocolate_toxicosis;gastric_dilatation_volvulus;dietary_indiscretion_mild,3.28
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i39,cat_bite_abscess,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,cat_bite_abscess;permethrin_toxicosis_cats;ocular_emergency,2.76
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i40,rabies_exposure_wild_animal_bite,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,rabies_exposure_wild_animal_bite;high_rise_syndrome_cats;permethrin_toxicosis_cats,2.52
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i41,otitis_externa_mild,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,urethral_obstruction;otitis_externa_mild;ocular_emergency,2.87
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i42,reduced_appetite_no_other_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,dietary_indiscretion_mild;reduced_appetite_no_other_signs;single_vomiting_or_mild_diarrhea,2.75
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i43,periodontal_disease_mild,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,allium_toxicosis;periodontal_disease_mild;lily_toxicosis_cats,2.58
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i44,single_vomiting_or_mild_diarrhea,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,single_vomiting_or_mild_diarrhea;vomiting_and_diarrhea;gastric_dilatation_volvulus,2.77
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i45,mild_conjunctivitis,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,ocular_emergency;mild_conjunctivitis;anaphylaxis_facial_swelling,2.49
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i46,tremors_without_seizure,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,tremors_without_seizure;hypoglycemia_toy_puppy;eclampsia,3.79
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i47,osteoarthritis_stiffness,aflito,NAO_EMERGENCIA,EMERGENCIA,osteoarthritis_stiffness;acute_hindlimb_paralysis;congestive_heart_failure,3.18
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i48,polyuria_polydipsia_investigate,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,polyuria_polydipsia_investigate;diabetic_ketoacidosis;vomiting_and_diarrhea,2.49
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i49,flea_dermatitis_pruritus,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,flea_dermatitis_pruritus;anaphylaxis_facial_swelling;urethral_obstruction,3.13
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i50,mild_upper_respiratory_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,mild_upper_respiratory_signs;airway_foreign_body_choking;single_vomiting_or_mild_diarrhea,2.77
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i51,mild_lameness,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,acute_hindlimb_paralysis;mild_lameness;high_rise_syndrome_cats,2.36
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i52,exertional_panting_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,exertional_panting_mild;canine_heatstroke;otitis_externa_mild,2.32
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i53,slow_growing_lump,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,slow_growing_lump;anaphylaxis_facial_swelling;gastrointestinal_foreign_body,2.61
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i54,ticks_found_no_signs,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,ticks_found_no_signs;tick_borne_disease_anemia;inappropriate_urination_or_cystitis,2.23
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i55,normal_whelping,aflito,NAO_EMERGENCIA,EMERGENCIA,high_rise_syndrome_cats;gastrointestinal_foreign_body;urethral_obstruction,2.95
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i56,inappropriate_urination_or_cystitis,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,inappropriate_urination_or_cystitis;urethral_obstruction;acute_hindlimb_paralysis,3.14
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i57,minor_wound,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,trauma_and_bleeding;human_medication_poisoning;rabies_exposure_wild_animal_bite,2.54
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i58,dietary_indiscretion_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,dietary_indiscretion_mild;chocolate_toxicosis;mild_lameness,2.46
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i59,normal_estrus,aflito,NAO_EMERGENCIA,EMERGENCIA,trauma_and_bleeding;canine_heatstroke;minor_wound,2.67
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i60,kennel_cough_mild,neutro,NAO_EMERGENCIA,NAO_EMERGENCIA,kennel_cough_mild;airway_foreign_body_choking;mild_upper_respiratory_signs,2.69
ctxarq_bge_fichashib2_top3,indep,qwen3-8b,i61,insect_sting_local_reaction,aflito,NAO_EMERGENCIA,NAO_EMERGENCIA,feline_aortic_thromboembolism;acute_hindlimb_paralysis;trauma_and_bleeding,2.70
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j01,diabetic_ketoacidosis,calmo,EMERGENCIA,EMERGENCIA,canine_heatstroke;vomiting_and_diarrhea;polyuria_polydipsia_investigate,1.83
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j02,parvovirus_panleukopenia,aflito,EMERGENCIA,EMERGENCIA,vomiting_and_diarrhea;toad_bufotoxin_poisoning;urethral_obstruction,1.36
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j03,carbamate_organophosphate_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,dietary_indiscretion_mild;carbamate_organophosphate_poisoning;allium_toxicosis,1.11
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j04,human_medication_poisoning,neutro,EMERGENCIA,EMERGENCIA,permethrin_toxicosis_cats;human_medication_poisoning;high_rise_syndrome_cats,1.30
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j05,gastrointestinal_foreign_body,calmo,EMERGENCIA,NAO_EMERGENCIA,single_vomiting_or_mild_diarrhea;reduced_appetite_no_other_signs;gastrointestinal_foreign_body,1.35
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j06,allium_toxicosis,aflito,EMERGENCIA,EMERGENCIA,allium_toxicosis;collapse_and_pale_gums;grape_xylitol_toxicosis,1.22
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j07,snake_and_scorpion_envenomation,calmo,EMERGENCIA,NAO_EMERGENCIA,insect_sting_local_reaction;anaphylaxis_facial_swelling;cat_bite_abscess,1.03
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j08,ocular_emergency,neutro,EMERGENCIA,EMERGENCIA,ocular_emergency;high_rise_syndrome_cats;acute_hindlimb_paralysis,1.39
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j09,hypoglycemia_toy_puppy,calmo,EMERGENCIA,NAO_EMERGENCIA,fading_neonate;single_vomiting_or_mild_diarrhea;reduced_appetite_no_other_signs,1.80
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j10,urethral_obstruction,aflito,EMERGENCIA,EMERGENCIA,urethral_obstruction;acute_hindlimb_paralysis;eclampsia,1.39
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j11,lily_toxicosis_cats,calmo,EMERGENCIA,NAO_EMERGENCIA,lily_toxicosis_cats;anticoagulant_rodenticide_poisoning;dietary_indiscretion_mild,1.19
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j12,leptospirosis_acute,neutro,EMERGENCIA,EMERGENCIA,diabetic_ketoacidosis;urethral_obstruction;vomiting_and_diarrhea,1.24
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j13,feline_aortic_thromboembolism,calmo,EMERGENCIA,NAO_EMERGENCIA,high_rise_syndrome_cats;acute_hindlimb_paralysis;reduced_appetite_no_other_signs,1.32
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j14,trauma_and_bleeding,aflito,EMERGENCIA,EMERGENCIA,trauma_and_bleeding;respiratory_distress;anticoagulant_rodenticide_poisoning,1.42
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j15,burns_and_electrical_injury,calmo,EMERGENCIA,NAO_EMERGENCIA,burns_and_electrical_injury;rabies_exposure_wild_animal_bite;cat_bite_abscess,1.51
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j16,vomiting_and_diarrhea,neutro,EMERGENCIA,EMERGENCIA,vomiting_and_diarrhea;reduced_appetite_no_other_signs;gastric_dilatation_volvulus,1.55
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j17,seizures,calmo,EMERGENCIA,NAO_EMERGENCIA,tremors_without_seizure;eclampsia;seizures,1.26
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j18,distemper_neurological,aflito,EMERGENCIA,EMERGENCIA,eclampsia;feline_aortic_thromboembolism;hypoglycemia_toy_puppy,1.35
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j19,anaphylaxis_facial_swelling,calmo,EMERGENCIA,EMERGENCIA,anaphylaxis_facial_swelling;insect_sting_local_reaction;respiratory_distress,1.28
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j20,dystocia,neutro,EMERGENCIA,EMERGENCIA,dystocia;urethral_obstruction;fading_neonate,1.22
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j21,toad_bufotoxin_poisoning,calmo,EMERGENCIA,NAO_EMERGENCIA,toad_bufotoxin_poisoning;permethrin_toxicosis_cats;mild_upper_respiratory_signs,0.99
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j22,permethrin_toxicosis_cats,aflito,EMERGENCIA,EMERGENCIA,permethrin_toxicosis_cats;toad_bufotoxin_poisoning;human_medication_poisoning,1.05
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j23,eclampsia,calmo,EMERGENCIA,NAO_EMERGENCIA,dystocia;hypoglycemia_toy_puppy;mild_lameness,1.48
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j24,acute_hindlimb_paralysis,neutro,EMERGENCIA,EMERGENCIA,acute_hindlimb_paralysis;high_rise_syndrome_cats;osteoarthritis_stiffness,1.69
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j25,tick_borne_disease_anemia,calmo,EMERGENCIA,EMERGENCIA,collapse_and_pale_gums;slow_growing_lump;allium_toxicosis,1.68
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j26,fading_neonate,aflito,EMERGENCIA,EMERGENCIA,fading_neonate;collapse_and_pale_gums;high_rise_syndrome_cats,1.51
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j27,chocolate_toxicosis,calmo,EMERGENCIA,NAO_EMERGENCIA,chocolate_toxicosis;dietary_indiscretion_mild;mild_lameness,1.28
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j28,grape_xylitol_toxicosis,neutro,EMERGENCIA,EMERGENCIA,grape_xylitol_toxicosis;vomiting_and_diarrhea;dietary_indiscretion_mild,1.07
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j29,collapse_and_pale_gums,calmo,EMERGENCIA,NAO_EMERGENCIA,respiratory_distress;high_rise_syndrome_cats;mild_upper_respiratory_signs,1.12
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j30,respiratory_distress,aflito,EMERGENCIA,EMERGENCIA,respiratory_distress;urethral_obstruction;mild_upper_respiratory_signs,1.16
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j31,anticoagulant_rodenticide_poisoning,calmo,EMERGENCIA,EMERGENCIA,anticoagulant_rodenticide_poisoning;permethrin_toxicosis_cats;carbamate_organophosphate_poisoning,1.36
ctxarq_bge_fichashib2_top3,indep2,llama3.2-3b,j32,vestibular_syndrome_otitis_interna,neutro,EMERGENCIA,EMERGENCIA,ocular_emergency;high_rise_syndrome_cats;acute_hindlimb_paralysis,1.56
